secondaryidentifier,symbol,briefdescription,primaryidentifier,length,id,name,scoretype,score,description,chromosomeid,chromosomelocationid,organismid,downstreamintergenicregionid,upstreamintergenicregionid,sequenceid,sequenceontologytermid,class
gene.46071,,,PF14_0767,1003,1011999,,,,,2021332,2026563,1000026,,,5012911,1000081,org.intermine.model.bio.Gene
gene.45045,,,PF14_0551,1512,1012004,,,,,2021332,2021413,1000026,,,5012912,1000081,org.intermine.model.bio.Gene
gene.43890,,,PF14_0315,17274,1012011,,,,,2021332,2025802,1000026,,,5012913,1000081,org.intermine.model.bio.Gene
gene.42784,,,PF14_0092,544,1012018,,,,,2021332,2023615,1000026,,,5012914,1000081,org.intermine.model.bio.Gene
gene.44318,,,PF14_0400,3003,1012117,,,,,2021332,2027067,1000026,,,5012915,1000081,org.intermine.model.bio.Gene
gene.43361,,,PF14_0208,677,1012126,,,,,2021332,2021995,1000026,,,5012916,1000081,org.intermine.model.bio.Gene
gene.42528,,,PF14_0034,993,1012141,,,,,2021332,2021937,1000026,,,5012917,1000081,org.intermine.model.bio.Gene
gene.45227,,,PF14_0592,222,1012237,,,,,2021332,2024698,1000026,,,5012918,1000081,org.intermine.model.bio.Gene
gene.44328,,,PF14_0403,3012,1012245,,,,,2021332,2025960,1000026,,,5012919,1000081,org.intermine.model.bio.Gene
gene.42881,,,PF14_0110,2422,1012255,,,,,2021332,2023683,1000026,,,5012920,1000081,org.intermine.model.bio.Gene
gene.46002,,,PF14_0753,898,1012352,,,,,2021332,2023837,1000026,,,5012921,1000081,org.intermine.model.bio.Gene
gene.44978,,,PF14_0536,1248,1012357,,,,,2021332,2025152,1000026,,,5012922,1000081,org.intermine.model.bio.Gene
gene.43588,,,PF14_0254,2436,1012365,,,,,2021332,2028131,1000026,,,5012923,1000081,org.intermine.model.bio.Gene
gene.46043,,,PF14_0761,2463,1012387,,,,,2021332,2024642,1000026,,,5012924,1000081,org.intermine.model.bio.Gene
gene.45370,,,PF14_0620,3189,1012466,,,,,2021332,2025689,1000026,,,5012925,1000081,org.intermine.model.bio.Gene
gene.44467,,,PF14_0432,450,1012471,,,,,2021332,2024059,1000026,,,5012926,1000081,org.intermine.model.bio.Gene
gene.42907,,,PF14_0117,984,1012479,,,,,2021332,2026390,1000026,,,5012927,1000081,org.intermine.model.bio.Gene
gene.44986,,,PF14_0538,7176,1012575,,,,,2021332,2028018,1000026,,,5012928,1000081,org.intermine.model.bio.Gene
gene.43492,,,PF14_0233,1511,1012580,,,,,2021332,2022576,1000026,,,5012929,1000081,org.intermine.model.bio.Gene
gene.45849,,,PF14_0717,987,1012672,,,,,2021332,2022860,1000026,,,5012930,1000081,org.intermine.model.bio.Gene
gene.44776,,,PF14_0495,6570,1012677,,,,,2021332,2027041,1000026,,,5012931,1000081,org.intermine.model.bio.Gene
gene.43635,,,PF14_0264,7702,1012684,,,,,2021332,2028193,1000026,,,5012932,1000081,org.intermine.model.bio.Gene
gene.42339,,,PF14_0004,1238,1012693,,,,,2021332,2021830,1000026,,,5012933,1000081,org.intermine.model.bio.Gene
gene.44750,,,PF14_0490,444,1012787,,,,,2021332,2022372,1000026,,,5012934,1000081,org.intermine.model.bio.Gene
gene.43696,,,PF14_0276,1101,1012794,,,,,2021332,2022738,1000026,,,5012935,1000081,org.intermine.model.bio.Gene
gene.45428,,,PF14_0631,9237,1012912,,,,,2021332,2024764,1000026,,,5012936,1000081,org.intermine.model.bio.Gene
gene.44309,,,PF14_0399,658,1012921,,,,,2021332,2027870,1000026,,,5012937,1000081,org.intermine.model.bio.Gene
gene.43037,,,PF14_0143,9142,1012930,,,,,2021332,2021553,1000026,,,5012938,1000081,org.intermine.model.bio.Gene
gene.42361,,,PF14_0008,1108,1012935,,,,,2021332,2025234,1000026,,,5012939,1000081,org.intermine.model.bio.Gene
gene.45264,,,PF14_0598,1250,1013060,,,,,2021332,2022157,1000026,,,5012940,1000081,org.intermine.model.bio.Gene
gene.43841,,,PF14_0306,416,1013073,,,,,2021332,2021589,1000026,,,5012941,1000081,org.intermine.model.bio.Gene
gene.42958,,,PF14_0128,1690,1013081,,,,,2021332,2022804,1000026,,,5012942,1000081,org.intermine.model.bio.Gene
gene.45729,,,PF14_0693,924,1013174,,,,,2021332,2025537,1000026,,,5012943,1000081,org.intermine.model.bio.Gene
gene.44629,,,PF14_0465,1002,1013179,,,,,2021332,2021752,1000026,,,5012944,1000081,org.intermine.model.bio.Gene
gene.43563,,,PF14_0250,3963,1013186,,,,,2021332,2022618,1000026,,,5012945,1000081,org.intermine.model.bio.Gene
gene.45396,,,PF14_0625,1029,1013296,,,,,2021332,2027685,1000026,,,5012946,1000081,org.intermine.model.bio.Gene
gene.44338,,,PF14_0404,10515,1013303,,,,,2021332,2027095,1000026,,,5012947,1000081,org.intermine.model.bio.Gene
gene.42627,,,PF14_0054,2160,1013311,,,,,2021332,2026784,1000026,,,5012948,1000081,org.intermine.model.bio.Gene
gene.45119,,,PF14_0570,1037,1013399,,,,,2021332,2025651,1000026,,,5012949,1000081,org.intermine.model.bio.Gene
gene.44005,,,PF14_0339,1515,1013406,,,,,2021332,2025858,1000026,,,5012950,1000081,org.intermine.model.bio.Gene
gene.42607,,,PF14_0049,753,1013423,,,,,2021332,2027717,1000026,,,5012951,1000081,org.intermine.model.bio.Gene
gene.45896,,,PF14_0729,498,1013528,,,,,2021332,2022071,1000026,,,5012952,1000081,org.intermine.model.bio.Gene
gene.44714,,,PF14_0482,1863,1013533,,,,,2021332,2027163,1000026,,,5012953,1000081,org.intermine.model.bio.Gene
gene.43390,,,PF14_0214,4893,1013538,,,,,2021332,2027432,1000026,,,5012954,1000081,org.intermine.model.bio.Gene
gene.45634,,,PF14_0674,1743,1013653,,,,,2021332,2021401,1000026,,,5012955,1000081,org.intermine.model.bio.Gene
gene.44592,,,PF14_0457,588,1013658,,,,,2021332,2027900,1000026,,,5012956,1000081,org.intermine.model.bio.Gene
gene.43366,,,PF14_0209,2314,1013663,,,,,2021332,2022005,1000026,,,5012957,1000081,org.intermine.model.bio.Gene
gene.45987,,,PF14_0749,273,1013777,,,,,2021332,2027532,1000026,,,5012958,1000081,org.intermine.model.bio.Gene
gene.44375,,,PF14_0414,5697,1013784,,,,,2021332,2023425,1000026,,,5012959,1000081,org.intermine.model.bio.Gene
gene.43517,,,PF14_0238,2901,1013793,,,,,2021332,2027255,1000026,,,5012960,1000081,org.intermine.model.bio.Gene
gene.45291,,,PF14_0605,981,1013895,,,,,2021332,2027655,1000026,,,5012961,1000081,org.intermine.model.bio.Gene
gene.44076,,,PF14_0355,816,1013900,,,,,2021332,2027788,1000026,,,5012962,1000081,org.intermine.model.bio.Gene
gene.42915,,,PF14_0119,963,1013907,,,,,2021332,2026396,1000026,,,5012963,1000081,org.intermine.model.bio.Gene
gene.44692,,,PF14_0477,1503,1014027,,,,,2021332,2028004,1000026,,,5012964,1000081,org.intermine.model.bio.Gene
gene.43525,,,PF14_0240,486,1014043,,,,,2021332,2026193,1000026,,,5012965,1000081,org.intermine.model.bio.Gene
gene.42742,,,PF14_0081,3483,1014054,,,,,2021332,2021838,1000026,,,5012966,1000081,org.intermine.model.bio.Gene
gene.45537,,,PF14_0654,5772,1014156,,,,,2021332,2024842,1000026,,,5012967,1000081,org.intermine.model.bio.Gene
gene.44460,,,PF14_0430,1948,1014161,,,,,2021332,2022504,1000026,,,5012968,1000081,org.intermine.model.bio.Gene
gene.43181,,,PF14_0174,1401,1014168,,,,,2021332,2022650,1000026,,,5012969,1000081,org.intermine.model.bio.Gene
gene.45246,,,PF14_0595,1959,1014302,,,,,2021332,2026664,1000026,,,5012970,1000081,org.intermine.model.bio.Gene
gene.43800,,,PF14_0299,767,1014307,,,,,2021332,2025792,1000026,,,5012971,1000081,org.intermine.model.bio.Gene
gene.42367,,,PF14_0009,926,1014312,,,,,2021332,2023599,1000026,,,5012972,1000081,org.intermine.model.bio.Gene
gene.45052,,,PF14_0553,1710,1014368,,,,,2021332,2026617,1000026,,,5012973,1000081,org.intermine.model.bio.Gene
gene.45741,,,PF14_0695,2478,1014420,,,,,2021332,2022834,1000026,,,5012974,1000081,org.intermine.model.bio.Gene
gene.44640,,,PF14_0467,1051,1014431,,,,,2021332,2023397,1000026,,,5012975,1000081,org.intermine.model.bio.Gene
gene.43100,,,PF14_0158,1076,1014436,,,,,2021332,2024246,1000026,,,5012976,1000081,org.intermine.model.bio.Gene
gene.44033,,,PF14_0346,3561,1014494,,,,,2021332,2022322,1000026,,,5012977,1000081,org.intermine.model.bio.Gene
gene.45094,,,PF14_0563,2226,1014582,,,,,2021332,2027601,1000026,,,5012978,1000081,org.intermine.model.bio.Gene
gene.43866,,,PF14_0311,1039,1014594,,,,,2021332,2026830,1000026,,,5012979,1000081,org.intermine.model.bio.Gene
gene.42499,,,PF14_0032,3892,1014599,,,,,2021332,2028223,1000026,,,5012980,1000081,org.intermine.model.bio.Gene
gene.45965,,,PF14_0744,987,1014681,,,,,2021332,2026543,1000026,,,5012981,1000081,org.intermine.model.bio.Gene
gene.44902,,,PF14_0521,495,1014686,,,,,2021332,2027940,1000026,,,5012982,1000081,org.intermine.model.bio.Gene
gene.43862,,,PF14_0310,2202,1014691,,,,,2021332,2023199,1000026,,,5012983,1000081,org.intermine.model.bio.Gene
gene.42659,,,PF14_0062,4744,1014696,,,,,2021332,2027187,1000026,,,5012984,1000081,org.intermine.model.bio.Gene
gene.44890,,,PF14_0517,2295,1014816,,,,,2021332,2022426,1000026,,,5012985,1000081,org.intermine.model.bio.Gene
gene.43758,,,PF14_0290,1044,1014824,,,,,2021332,2026796,1000026,,,5012986,1000081,org.intermine.model.bio.Gene
gene.42748,,,PF14_0083,856,1014832,,,,,2021332,2026216,1000026,,,5012987,1000081,org.intermine.model.bio.Gene
gene.45593,,,PF14_0667,1826,1014951,,,,,2021332,2023098,1000026,,,5012988,1000081,org.intermine.model.bio.Gene
gene.44493,,,PF14_0437,794,1014958,,,,,2021332,2025892,1000026,,,5012989,1000081,org.intermine.model.bio.Gene
gene.43312,,,PF14_0200,1841,1014969,,,,,2021332,2022766,1000026,,,5012990,1000081,org.intermine.model.bio.Gene
gene.42409,,,PF14_0019,813,1014978,,,,,2021332,2024344,1000026,,,5012991,1000081,org.intermine.model.bio.Gene
gene.45672,,,PF14_0681,1826,1015096,,,,,2021332,2021333,1000026,,,5012992,1000081,org.intermine.model.bio.Gene
gene.44008,,,PF14_0340,855,1015104,,,,,2021332,2026891,1000026,,,5012993,1000081,org.intermine.model.bio.Gene
gene.43066,,,PF14_0150,872,1015111,,,,,2021332,2022530,1000026,,,5012994,1000081,org.intermine.model.bio.Gene
gene.45861,,,PF14_0721,687,1015214,,,,,2021332,2021357,1000026,,,5012995,1000081,org.intermine.model.bio.Gene
gene.44792,,,PF14_0499,2703,1015219,,,,,2021332,2027053,1000026,,,5012996,1000081,org.intermine.model.bio.Gene
gene.43761,,,PF14_0291,3678,1015224,,,,,2021332,2025778,1000026,,,5012997,1000081,org.intermine.model.bio.Gene
gene.42431,,,PF14_0022,2447,1015229,,,,,2021332,2028137,1000026,,,5012998,1000081,org.intermine.model.bio.Gene
gene.45561,,,PF14_0659,783,1015340,,,,,2021332,2026750,1000026,,,5012999,1000081,org.intermine.model.bio.Gene
gene.44600,,,PF14_0460,2270,1015345,,,,,2021332,2027107,1000026,,,5013000,1000081,org.intermine.model.bio.Gene
gene.42970,,,PF14_0130,2103,1015350,,,,,2021332,2026437,1000026,,,5013001,1000081,org.intermine.model.bio.Gene
gene.46056,MAL13P1.11,,PF14_0764,659,1015355,,,,,2021332,2021375,1000026,,,5013002,1000081,org.intermine.model.bio.Gene
gene.45833,,,PF14_0714,1771,1015478,,,,,2021332,2022846,1000026,,,5013003,1000081,org.intermine.model.bio.Gene
gene.44781,,,PF14_0496,1017,1015485,,,,,2021332,2027864,1000026,,,5013004,1000081,org.intermine.model.bio.Gene
gene.43263,,,PF14_0190,2922,1015490,,,,,2021332,2025350,1000026,,,5013005,1000081,org.intermine.model.bio.Gene
gene.45254,,,PF14_0596,1741,1015601,,,,,2021332,2026680,1000026,,,5013006,1000081,org.intermine.model.bio.Gene
gene.44063,,,PF14_0352,2731,1015611,,,,,2021332,2021621,1000026,,,5013007,1000081,org.intermine.model.bio.Gene
gene.42591,,,PF14_0047,2675,1015626,,,,,2021332,2023741,1000026,,,5013008,1000081,org.intermine.model.bio.Gene
gene.46076,,,PF14_0768,948,1015742,,,,,2021332,2024654,1000026,,,5013009,1000081,org.intermine.model.bio.Gene
gene.45104,,,PF14_0566,570,1015747,,,,,2021332,2023893,1000026,,,5013010,1000081,org.intermine.model.bio.Gene
gene.44096,,,PF14_0361,1008,1015754,,,,,2021332,2026923,1000026,,,5013011,1000081,org.intermine.model.bio.Gene
gene.42794,,,PF14_0094,2307,1015765,,,,,2021332,2026258,1000026,,,5013012,1000081,org.intermine.model.bio.Gene
gene.45171,,,PF14_0581,1477,1015884,,,,,2021332,2021437,1000026,,,5013013,1000081,org.intermine.model.bio.Gene
gene.43810,,,PF14_0301,1919,1015896,,,,,2021332,2024904,1000026,,,5013014,1000081,org.intermine.model.bio.Gene
gene.42809,,,PF14_0098,879,1015909,,,,,2021332,2023623,1000026,,,5013015,1000081,org.intermine.model.bio.Gene
gene.45637,,,PF14_0675,3779,1016021,,,,,2021332,2025631,1000026,,,5013016,1000081,org.intermine.model.bio.Gene
gene.44711,,,PF14_0481,1764,1016028,,,,,2021332,2025123,1000026,,,5013017,1000081,org.intermine.model.bio.Gene
gene.43419,,,PF14_0222,1779,1016033,,,,,2021332,2022238,1000026,,,5013018,1000081,org.intermine.model.bio.Gene
gene.42553,,,PF14_0040,609,1016038,,,,,2021332,2022792,1000026,,,5013019,1000081,org.intermine.model.bio.Gene
gene.45813,,,PF14_0712,10931,1016142,,,,,2021332,2026473,1000026,,,5013020,1000081,org.intermine.model.bio.Gene
gene.44025,,,PF14_0344,2982,1016147,,,,,2021332,2023235,1000026,,,5013021,1000081,org.intermine.model.bio.Gene
gene.43169,,,PF14_0171,3640,1016152,,,,,2021332,2026236,1000026,,,5013022,1000081,org.intermine.model.bio.Gene
gene.45931,,,PF14_0736,2921,1016266,,,,,2021332,2027518,1000026,,,5013023,1000081,org.intermine.model.bio.Gene
gene.44865,,,PF14_0510,1812,1016277,,,,,2021332,2027087,1000026,,,5013024,1000081,org.intermine.model.bio.Gene
gene.43857,,,PF14_0309,1040,1016285,,,,,2021332,2023189,1000026,,,5013025,1000081,org.intermine.model.bio.Gene
gene.42649,,,PF14_0059,8463,1016292,,,,,2021332,2025158,1000026,,,5013026,1000081,org.intermine.model.bio.Gene
gene.45734,,,PF14_0694,2101,1016410,,,,,2021332,2025547,1000026,,,5013027,1000081,org.intermine.model.bio.Gene
gene.44721,,,PF14_0484,1435,1016420,,,,,2021332,2023499,1000026,,,5013028,1000081,org.intermine.model.bio.Gene
gene.43260,,,PF14_0189,636,1016427,,,,,2021332,2024506,1000026,,,5013029,1000081,org.intermine.model.bio.Gene
gene.45883,,,PF14_0726,996,1016523,,,,,2021332,2026529,1000026,,,5013030,1000081,org.intermine.model.bio.Gene
gene.44869,,,PF14_0511,2733,1016536,,,,,2021332,2023407,1000026,,,5013031,1000081,org.intermine.model.bio.Gene
gene.43300,,,PF14_0197,909,1016548,,,,,2021332,2022732,1000026,,,5013032,1000081,org.intermine.model.bio.Gene
gene.45297,,,PF14_0607,4983,1016658,,,,,2021332,2024724,1000026,,,5013033,1000081,org.intermine.model.bio.Gene
gene.44178,,,PF14_0373,1068,1016665,,,,,2021332,2024963,1000026,,,5013034,1000081,org.intermine.model.bio.Gene
gene.42656,,,PF14_0061,1827,1016674,,,,,2021332,2022524,1000026,,,5013035,1000081,org.intermine.model.bio.Gene
gene.45168,,,PF14_0580,1908,1016795,,,,,2021332,2027619,1000026,,,5013036,1000081,org.intermine.model.bio.Gene
gene.44157,,,PF14_0370,8108,1016802,,,,,2021332,2024949,1000026,,,5013037,1000081,org.intermine.model.bio.Gene
gene.42833,,,PF14_0103,500,1016811,,,,,2021332,2024466,1000026,,,5013038,1000081,org.intermine.model.bio.Gene
gene.45218,,,PF14_0589,3273,1016920,,,,,2021332,2027635,1000026,,,5013039,1000081,org.intermine.model.bio.Gene
gene.43830,,,PF14_0305,4893,1016934,,,,,2021332,2026808,1000026,,,5013040,1000081,org.intermine.model.bio.Gene
gene.42890,,,PF14_0112,6051,1016941,,,,,2021332,2023693,1000026,,,5013041,1000081,org.intermine.model.bio.Gene
gene.45688,,,PF14_0685,765,1017078,,,,,2021332,2027444,1000026,,,5013042,1000081,org.intermine.model.bio.Gene
gene.44757,,,PF14_0492,1706,1017085,,,,,2021332,2025023,1000026,,,5013043,1000081,org.intermine.model.bio.Gene
gene.43544,,,PF14_0245,4296,1017090,,,,,2021332,2026246,1000026,,,5013044,1000081,org.intermine.model.bio.Gene
gene.42583,,,PF14_0045,2895,1017095,,,,,2021332,2027390,1000026,,,5013045,1000081,org.intermine.model.bio.Gene
gene.42727,,,PF14_0077,1362,1017151,,,,,2021332,2022556,1000026,,,5013046,1000081,org.intermine.model.bio.Gene
gene.45901,,,PF14_0730,264,1017198,,,,,2021332,2021369,1000026,,,5013047,1000081,org.intermine.model.bio.Gene
gene.44093,,,PF14_0360,1986,1017203,,,,,2021332,2026917,1000026,,,5013048,1000081,org.intermine.model.bio.Gene
gene.43211,,,PF14_0179,10794,1017208,,,,,2021332,2025302,1000026,,,5013049,1000081,org.intermine.model.bio.Gene
gene.45942,,,PF14_0739,282,1017333,,,,,2021332,2024636,1000026,,,5013050,1000081,org.intermine.model.bio.Gene
gene.44968,,,PF14_0533,4378,1017338,,,,,2021332,2028010,1000026,,,5013051,1000081,org.intermine.model.bio.Gene
gene.43939,,,PF14_0325,2141,1017343,,,,,2021332,2025818,1000026,,,5013052,1000081,org.intermine.model.bio.Gene
gene.42671,,,PF14_0065,1342,1017348,,,,,2021332,2027195,1000026,,,5013053,1000081,org.intermine.model.bio.Gene
gene.45767,,,PF14_0700,1365,1017475,,,,,2021332,2021351,1000026,,,5013054,1000081,org.intermine.model.bio.Gene
gene.44732,,,PF14_0487,5397,1017480,,,,,2021332,2025015,1000026,,,5013055,1000081,org.intermine.model.bio.Gene
gene.43303,,,PF14_0198,2640,1017488,,,,,2021332,2021906,1000026,,,5013056,1000081,org.intermine.model.bio.Gene
gene.46062,,,PF14_0765,213,1017507,,,,,2021332,2024648,1000026,,,5013057,1000081,org.intermine.model.bio.Gene
gene.45431,,,PF14_0632,3775,1017617,,,,,2021332,2023939,1000026,,,5013058,1000081,org.intermine.model.bio.Gene
gene.44509,,,PF14_0441,1176,1017634,,,,,2021332,2025914,1000026,,,5013059,1000081,org.intermine.model.bio.Gene
gene.42945,,,PF14_0125,1491,1017644,,,,,2021332,2022760,1000026,,,5013060,1000081,org.intermine.model.bio.Gene
gene.44992,,,PF14_0540,2055,1017768,,,,,2021332,2027181,1000026,,,5013061,1000081,org.intermine.model.bio.Gene
gene.43666,,,PF14_0269,714,1017773,,,,,2021332,2026316,1000026,,,5013062,1000081,org.intermine.model.bio.Gene
gene.45905,,,PF14_0731,1128,1017856,,,,,2021332,2023799,1000026,,,5013063,1000081,org.intermine.model.bio.Gene
gene.44875,,,PF14_0513,1536,1017863,,,,,2021332,2024160,1000026,,,5013064,1000081,org.intermine.model.bio.Gene
gene.43779,,,PF14_0296,921,1017874,,,,,2021332,2023979,1000026,,,5013065,1000081,org.intermine.model.bio.Gene
gene.42537,,,PF14_0036,1729,1017885,,,,,2021332,2025434,1000026,,,5013066,1000081,org.intermine.model.bio.Gene
gene.44765,,,PF14_0493,3139,1017990,,,,,2021332,2027836,1000026,,,5013067,1000081,org.intermine.model.bio.Gene
gene.43730,,,PF14_0282,7974,1017998,,,,,2021332,2026408,1000026,,,5013068,1000081,org.intermine.model.bio.Gene
gene.42541,,,PF14_0037,678,1018003,,,,,2021332,2021943,1000026,,,5013069,1000081,org.intermine.model.bio.Gene
gene.43751,,,PF14_0288,519,1018055,,,,,2021332,2024562,1000026,,,5013070,1000081,org.intermine.model.bio.Gene
gene.45468,,,PF14_0640,1740,1018117,,,,,2021332,2022179,1000026,,,5013071,1000081,org.intermine.model.bio.Gene
gene.44356,,,PF14_0409,1725,1018122,,,,,2021332,2027101,1000026,,,5013072,1000081,org.intermine.model.bio.Gene
gene.43165,,,PF14_0170,13593,1018127,,,,,2021332,2024304,1000026,,,5013073,1000081,org.intermine.model.bio.Gene
gene.42384,,,PF14_0014,912,1018132,,,,,2021332,2022642,1000026,,,5013074,1000081,org.intermine.model.bio.Gene
gene.45501,,,PF14_0648,7483,1018250,,,,,2021332,2024794,1000026,,,5013075,1000081,org.intermine.model.bio.Gene
gene.43955,,,PF14_0328,489,1018257,,,,,2021332,2025840,1000026,,,5013076,1000081,org.intermine.model.bio.Gene
gene.42985,,,PF14_0133,1044,1018269,,,,,2021332,2021989,1000026,,,5013077,1000081,org.intermine.model.bio.Gene
gene.45774,,,PF14_0702,2318,1018362,,,,,2021332,2023777,1000026,,,5013078,1000081,org.intermine.model.bio.Gene
gene.44681,,,PF14_0476,2291,1018370,,,,,2021332,2026055,1000026,,,5013079,1000081,org.intermine.model.bio.Gene
gene.43699,,,PF14_0277,4465,1018381,,,,,2021332,2028263,1000026,,,5013080,1000081,org.intermine.model.bio.Gene
gene.45471,,,PF14_0641,1467,1018507,,,,,2021332,2026722,1000026,,,5013081,1000081,org.intermine.model.bio.Gene
gene.44446,,,PF14_0426,519,1018518,,,,,2021332,2026111,1000026,,,5013082,1000081,org.intermine.model.bio.Gene
gene.42845,,,PF14_0106,1368,1018523,,,,,2021332,2028163,1000026,,,5013083,1000081,org.intermine.model.bio.Gene
gene.45844,,,PF14_0716,1131,1018650,,,,,2021332,2024604,1000026,,,5013084,1000081,org.intermine.model.bio.Gene
gene.44795,,,PF14_0500,1481,1018661,,,,,2021332,2023357,1000026,,,5013085,1000081,org.intermine.model.bio.Gene
gene.43285,,,PF14_0193,2503,1018671,,,,,2021332,2027336,1000026,,,5013086,1000081,org.intermine.model.bio.Gene
gene.45284,,,PF14_0604,1406,1018773,,,,,2021332,2024710,1000026,,,5013087,1000081,org.intermine.model.bio.Gene
gene.44164,,,PF14_0371,4180,1018778,,,,,2021332,2022358,1000026,,,5013088,1000081,org.intermine.model.bio.Gene
gene.42612,,,PF14_0050,3078,1018785,,,,,2021332,2021523,1000026,,,5013089,1000081,org.intermine.model.bio.Gene
gene.46090,,,PF14_0771,1003,1018904,,,,,2021332,2021383,1000026,,,5013090,1000081,org.intermine.model.bio.Gene
gene.45126,,,PF14_0571,2307,1018909,,,,,2021332,2022938,1000026,,,5013091,1000081,org.intermine.model.bio.Gene
gene.44122,,,PF14_0365,834,1018914,,,,,2021332,2026929,1000026,,,5013092,1000081,org.intermine.model.bio.Gene
gene.42802,,,PF14_0096,1545,1018921,,,,,2021332,2026270,1000026,,,5013093,1000081,org.intermine.model.bio.Gene
gene.45186,,,PF14_0583,2757,1019042,,,,,2021332,2022966,1000026,,,5013094,1000081,org.intermine.model.bio.Gene
gene.43819,,,PF14_0302,2898,1019047,,,,,2021332,2022280,1000026,,,5013095,1000081,org.intermine.model.bio.Gene
gene.42825,,,PF14_0101,13411,1019052,,,,,2021332,2024452,1000026,,,5013096,1000081,org.intermine.model.bio.Gene
gene.45685,,,PF14_0684,1725,1019144,,,,,2021332,2025513,1000026,,,5013097,1000081,org.intermine.model.bio.Gene
gene.44736,,,PF14_0488,1935,1019149,,,,,2021332,2026981,1000026,,,5013098,1000081,org.intermine.model.bio.Gene
gene.43503,,,PF14_0235,649,1019154,,,,,2021332,2026173,1000026,,,5013099,1000081,org.intermine.model.bio.Gene
gene.42579,,,PF14_0044,873,1019159,,,,,2021332,2022798,1000026,,,5013100,1000081,org.intermine.model.bio.Gene
gene.45873,,,PF14_0723,4863,1019271,,,,,2021332,2021363,1000026,,,5013101,1000081,org.intermine.model.bio.Gene
gene.44083,,,PF14_0357,2922,1019283,,,,,2021332,2023241,1000026,,,5013102,1000081,org.intermine.model.bio.Gene
gene.43196,,,PF14_0177,3052,1019296,,,,,2021332,2028123,1000026,,,5013103,1000081,org.intermine.model.bio.Gene
gene.45939,,,PF14_0738,1116,1019408,,,,,2021332,2023805,1000026,,,5013104,1000081,org.intermine.model.bio.Gene
gene.44908,,,PF14_0523,1322,1019415,,,,,2021332,2025094,1000026,,,5013105,1000081,org.intermine.model.bio.Gene
gene.43924,,,PF14_0321,772,1019422,,,,,2021332,2026847,1000026,,,5013106,1000081,org.intermine.model.bio.Gene
gene.42668,,,PF14_0064,585,1019431,,,,,2021332,2026135,1000026,,,5013107,1000081,org.intermine.model.bio.Gene
gene.45744,,,PF14_0696,1881,1019559,,,,,2021332,2027466,1000026,,,5013108,1000081,org.intermine.model.bio.Gene
gene.44729,,,PF14_0486,2499,1019566,,,,,2021332,2022512,1000026,,,5013109,1000081,org.intermine.model.bio.Gene
gene.43277,,,PF14_0191,1530,1019575,,,,,2021332,2024512,1000026,,,5013110,1000081,org.intermine.model.bio.Gene
gene.45770,,,PF14_0701,1610,1019670,,,,,2021332,2025559,1000026,,,5013111,1000081,org.intermine.model.bio.Gene
gene.44655,,,PF14_0469,2603,1019677,,,,,2021332,2022444,1000026,,,5013112,1000081,org.intermine.model.bio.Gene
gene.43153,,,PF14_0167,932,1019702,,,,,2021332,2028091,1000026,,,5013113,1000081,org.intermine.model.bio.Gene
gene.45163,,,PF14_0579,807,1019839,,,,,2021332,2024688,1000026,,,5013114,1000081,org.intermine.model.bio.Gene
gene.43920,,,PF14_0320,4557,1019850,,,,,2021332,2022292,1000026,,,5013115,1000081,org.intermine.model.bio.Gene
gene.42533,,,PF14_0035,4356,1019859,,,,,2021332,2028281,1000026,,,5013116,1000081,org.intermine.model.bio.Gene
gene.45990,,,PF14_0751,2446,1019942,,,,,2021332,2025605,1000026,,,5013117,1000081,org.intermine.model.bio.Gene
gene.44972,,,PF14_0534,1389,1019952,,,,,2021332,2024204,1000026,,,5013118,1000081,org.intermine.model.bio.Gene
gene.43959,,,PF14_0329,759,1019969,,,,,2021332,2022298,1000026,,,5013119,1000081,org.intermine.model.bio.Gene
gene.42683,,,PF14_0067,3819,1019977,,,,,2021332,2021818,1000026,,,5013120,1000081,org.intermine.model.bio.Gene
gene.45020,,,PF14_0544,2244,1020088,,,,,2021332,2022117,1000026,,,5013121,1000081,org.intermine.model.bio.Gene
gene.43768,,,PF14_0293,3149,1020093,,,,,2021332,2027739,1000026,,,5013122,1000081,org.intermine.model.bio.Gene
gene.42752,,,PF14_0084,21715,1020098,,,,,2021332,2024292,1000026,,,5013123,1000081,org.intermine.model.bio.Gene
gene.45604,,,PF14_0668,7146,1020196,,,,,2021332,2021509,1000026,,,5013124,1000081,org.intermine.model.bio.Gene
gene.44583,,,PF14_0455,3075,1020204,,,,,2021332,2027894,1000026,,,5013125,1000081,org.intermine.model.bio.Gene
gene.43370,,,PF14_0210,1116,1020215,,,,,2021332,2027420,1000026,,,5013126,1000081,org.intermine.model.bio.Gene
gene.42412,,,PF14_0020,1323,1020222,,,,,2021332,2021866,1000026,,,5013127,1000081,org.intermine.model.bio.Gene
gene.45763,,,PF14_0699,1907,1020345,,,,,2021332,2022039,1000026,,,5013128,1000081,org.intermine.model.bio.Gene
gene.44014,,,PF14_0342,6122,1020354,,,,,2021332,2026897,1000026,,,5013129,1000081,org.intermine.model.bio.Gene
gene.43077,,,PF14_0153,2764,1020359,,,,,2021332,2025176,1000026,,,5013130,1000081,org.intermine.model.bio.Gene
gene.45880,,,PF14_0725,1560,1020456,,,,,2021332,2024614,1000026,,,5013131,1000081,org.intermine.model.bio.Gene
