secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,chromosomelocationid,organismid,sequenceid,sequenceontologytermid,class
,,exon.45384,76,2021470,,,,2021332,2021469,1000026,5013437,2000012,org.intermine.model.bio.Exon
,,exon.45383,4412,2021472,,,,2021332,2021471,1000026,5013438,2000012,org.intermine.model.bio.Exon
,,exon.45390,237,2021478,,,,2021332,2021477,1000026,5013439,2000012,org.intermine.model.bio.Exon
,,exon.45389,180,2021480,,,,2021332,2021479,1000026,5013440,2000012,org.intermine.model.bio.Exon
,,exon.45391,51,2021482,,,,2021332,2021481,1000026,5013441,2000012,org.intermine.model.bio.Exon
,,exon.45392,188,2021484,,,,2021332,2021483,1000026,5013442,2000012,org.intermine.model.bio.Exon
,,exon.45388,103,2021486,,,,2021332,2021485,1000026,5013443,2000012,org.intermine.model.bio.Exon
,,exon.45456,196,2021492,,,,2021332,2021491,1000026,5013444,2000012,org.intermine.model.bio.Exon
,,exon.45457,4049,2021494,,,,2021332,2021493,1000026,5013445,2000012,org.intermine.model.bio.Exon
,,exon.45458,123,2021496,,,,2021332,2021495,1000026,5013446,2000012,org.intermine.model.bio.Exon
,,exon.45552,2502,2021502,,,,2021332,2021501,1000026,5013447,2000012,org.intermine.model.bio.Exon
,,exon.45574,1314,2021508,,,,2021332,2021507,1000026,5013448,2000012,org.intermine.model.bio.Exon
,,exon.45606,7146,2021514,,,,2021332,2021513,1000026,5013449,2000012,org.intermine.model.bio.Exon
,,exon.45610,404,2021520,,,,2021332,2021519,1000026,5013450,2000012,org.intermine.model.bio.Exon
,,exon.45611,46,2021522,,,,2021332,2021521,1000026,5013451,2000012,org.intermine.model.bio.Exon
,,exon.42614,3078,2021528,,,,2021332,2021527,1000026,5013452,2000012,org.intermine.model.bio.Exon
,,exon.42623,1728,2021534,,,,2021332,2021533,1000026,5013453,2000012,org.intermine.model.bio.Exon
,,exon.42640,3318,2021540,,,,2021332,2021539,1000026,5013454,2000012,org.intermine.model.bio.Exon
,,exon.43000,1464,2021546,,,,2021332,2021545,1000026,5013455,2000012,org.intermine.model.bio.Exon
,,exon.43026,1224,2021552,,,,2021332,2021551,1000026,5013456,2000012,org.intermine.model.bio.Exon
,,exon.43043,80,2021558,,,,2021332,2021557,1000026,5013457,2000012,org.intermine.model.bio.Exon
,,exon.43041,3465,2021560,,,,2021332,2021559,1000026,5013458,2000012,org.intermine.model.bio.Exon
,,exon.43040,4416,2021562,,,,2021332,2021561,1000026,5013459,2000012,org.intermine.model.bio.Exon
,,exon.43042,144,2021564,,,,2021332,2021563,1000026,5013460,2000012,org.intermine.model.bio.Exon
,,exon.43039,172,2021566,,,,2021332,2021565,1000026,5013461,2000012,org.intermine.model.bio.Exon
,,exon.43044,36,2021568,,,,2021332,2021567,1000026,5013462,2000012,org.intermine.model.bio.Exon
,,exon.43778,1389,2021574,,,,2021332,2021573,1000026,5013463,2000012,org.intermine.model.bio.Exon
,,exon.43792,888,2021580,,,,2021332,2021579,1000026,5013464,2000012,org.intermine.model.bio.Exon
,,exon.43791,189,2021582,,,,2021332,2021581,1000026,5013465,2000012,org.intermine.model.bio.Exon
,,exon.43824,2001,2021588,,,,2021332,2021587,1000026,5013466,2000012,org.intermine.model.bio.Exon
,,exon.43844,99,2021594,,,,2021332,2021593,1000026,5013467,2000012,org.intermine.model.bio.Exon
,,exon.43843,183,2021596,,,,2021332,2021595,1000026,5013468,2000012,org.intermine.model.bio.Exon
,,exon.43881,3804,2021602,,,,2021332,2021601,1000026,5013469,2000012,org.intermine.model.bio.Exon
,,exon.43899,42,2021608,,,,2021332,2021607,1000026,5013470,2000012,org.intermine.model.bio.Exon
,,exon.43900,72,2021610,,,,2021332,2021609,1000026,5013471,2000012,org.intermine.model.bio.Exon
,,exon.43897,119,2021612,,,,2021332,2021611,1000026,5013472,2000012,org.intermine.model.bio.Exon
,,exon.43898,4186,2021614,,,,2021332,2021613,1000026,5013473,2000012,org.intermine.model.bio.Exon
,,exon.43931,1224,2021620,,,,2021332,2021619,1000026,5013474,2000012,org.intermine.model.bio.Exon
,,exon.44065,309,2021626,,,,2021332,2021625,1000026,5013475,2000012,org.intermine.model.bio.Exon
,,exon.44066,2235,2021628,,,,2021332,2021627,1000026,5013476,2000012,org.intermine.model.bio.Exon
gene.44100,,MAL14_tRNA.SelCys1,105,2021630,,,,2021332,2021629,1000026,5013477,1000081,org.intermine.model.bio.Gene
,,exon.44102,105,2021635,,,,2021332,2021634,1000026,5013478,2000012,org.intermine.model.bio.Exon
,,exon.44193,342,2021641,,,,2021332,2021640,1000026,5013479,2000012,org.intermine.model.bio.Exon
,,exon.44194,357,2021643,,,,2021332,2021642,1000026,5013480,2000012,org.intermine.model.bio.Exon
,,exon.44192,65,2021645,,,,2021332,2021644,1000026,5013481,2000012,org.intermine.model.bio.Exon
,,exon.44191,89,2021647,,,,2021332,2021646,1000026,5013482,2000012,org.intermine.model.bio.Exon
,,exon.44195,68,2021649,,,,2021332,2021648,1000026,5013483,2000012,org.intermine.model.bio.Exon
,,exon.44206,142,2021655,,,,2021332,2021654,1000026,5013484,2000012,org.intermine.model.bio.Exon
,,exon.44208,125,2021657,,,,2021332,2021656,1000026,5013485,2000012,org.intermine.model.bio.Exon
,,exon.44207,141,2021659,,,,2021332,2021658,1000026,5013486,2000012,org.intermine.model.bio.Exon
,,exon.44209,6207,2021661,,,,2021332,2021660,1000026,5013487,2000012,org.intermine.model.bio.Exon
,,exon.44476,289,2021667,,,,2021332,2021666,1000026,5013488,2000012,org.intermine.model.bio.Exon
,,exon.44472,173,2021669,,,,2021332,2021668,1000026,5013489,2000012,org.intermine.model.bio.Exon
,,exon.44473,69,2021671,,,,2021332,2021670,1000026,5013490,2000012,org.intermine.model.bio.Exon
,,exon.44475,937,2021673,,,,2021332,2021672,1000026,5013491,2000012,org.intermine.model.bio.Exon
,,exon.44474,323,2021675,,,,2021332,2021674,1000026,5013492,2000012,org.intermine.model.bio.Exon
,,exon.44500,729,2021681,,,,2021332,2021680,1000026,5013493,2000012,org.intermine.model.bio.Exon
,,exon.44499,1284,2021683,,,,2021332,2021682,1000026,5013494,2000012,org.intermine.model.bio.Exon
,,exon.44506,3576,2021689,,,,2021332,2021688,1000026,5013495,2000012,org.intermine.model.bio.Exon
,,exon.44537,217,2021695,,,,2021332,2021694,1000026,5013496,2000012,org.intermine.model.bio.Exon
,,exon.44536,203,2021697,,,,2021332,2021696,1000026,5013497,2000012,org.intermine.model.bio.Exon
,,exon.44535,198,2021699,,,,2021332,2021698,1000026,5013498,2000012,org.intermine.model.bio.Exon
,,exon.44299,1710,2021705,,,,2021332,2021704,1000026,5013499,2000012,org.intermine.model.bio.Exon
,,exon.44302,1377,2021711,,,,2021332,2021710,1000026,5013500,2000012,org.intermine.model.bio.Exon
,,exon.44323,1080,2021717,,,,2021332,2021716,1000026,5013501,2000012,org.intermine.model.bio.Exon
,,exon.44324,129,2021719,,,,2021332,2021718,1000026,5013502,2000012,org.intermine.model.bio.Exon
,,exon.44562,186,2021725,,,,2021332,2021724,1000026,5013503,2000012,org.intermine.model.bio.Exon
,,exon.44561,153,2021727,,,,2021332,2021726,1000026,5013504,2000012,org.intermine.model.bio.Exon
,,exon.44577,1029,2021733,,,,2021332,2021732,1000026,5013505,2000012,org.intermine.model.bio.Exon
,,exon.44367,61,2021739,,,,2021332,2021738,1000026,5013506,2000012,org.intermine.model.bio.Exon
,,exon.44366,80,2021741,,,,2021332,2021740,1000026,5013507,2000012,org.intermine.model.bio.Exon
,,exon.44365,165,2021743,,,,2021332,2021742,1000026,5013508,2000012,org.intermine.model.bio.Exon
,,exon.44618,2347,2021749,,,,2021332,2021748,1000026,5013509,2000012,org.intermine.model.bio.Exon
,,exon.44617,209,2021751,,,,2021332,2021750,1000026,5013510,2000012,org.intermine.model.bio.Exon
,,exon.44631,1002,2021757,,,,2021332,2021756,1000026,5013511,2000012,org.intermine.model.bio.Exon
,,exon.44874,2886,2021763,,,,2021332,2021762,1000026,5013512,2000012,org.intermine.model.bio.Exon
,,exon.44889,2298,2021769,,,,2021332,2021768,1000026,5013513,2000012,org.intermine.model.bio.Exon
,,exon.44728,2415,2021775,,,,2021332,2021774,1000026,5013514,2000012,org.intermine.model.bio.Exon
,,exon.44991,846,2021781,,,,2021332,2021780,1000026,5013515,2000012,org.intermine.model.bio.Exon
,,exon.43065,1544,2021787,,,,2021332,2021786,1000026,5013516,2000012,org.intermine.model.bio.Exon
,,exon.43063,106,2021789,,,,2021332,2021788,1000026,5013517,2000012,org.intermine.model.bio.Exon
,,exon.43064,123,2021791,,,,2021332,2021790,1000026,5013518,2000012,org.intermine.model.bio.Exon
,,exon.43085,14,2021797,,,,2021332,2021796,1000026,5013519,2000012,org.intermine.model.bio.Exon
,,exon.43086,3442,2021799,,,,2021332,2021798,1000026,5013520,2000012,org.intermine.model.bio.Exon
,,exon.43459,92,2021805,,,,2021332,2021804,1000026,5013521,2000012,org.intermine.model.bio.Exon
,,exon.43458,4774,2021807,,,,2021332,2021806,1000026,5013522,2000012,org.intermine.model.bio.Exon
,,exon.43476,3161,2021813,,,,2021332,2021812,1000026,5013523,2000012,org.intermine.model.bio.Exon
,,exon.43478,1143,2021815,,,,2021332,2021814,1000026,5013524,2000012,org.intermine.model.bio.Exon
,,exon.43477,103,2021817,,,,2021332,2021816,1000026,5013525,2000012,org.intermine.model.bio.Exon
,,exon.42685,3819,2021823,,,,2021332,2021822,1000026,5013526,2000012,org.intermine.model.bio.Exon
,,exon.43114,6843,2021829,,,,2021332,2021828,1000026,5013527,2000012,org.intermine.model.bio.Exon
,,exon.42341,960,2021835,,,,2021332,2021834,1000026,5013528,2000012,org.intermine.model.bio.Exon
,,exon.42342,54,2021837,,,,2021332,2021836,1000026,5013529,2000012,org.intermine.model.bio.Exon
,,exon.42744,3483,2021843,,,,2021332,2021842,1000026,5013530,2000012,org.intermine.model.bio.Exon
,,exon.43139,1413,2021849,,,,2021332,2021848,1000026,5013531,2000012,org.intermine.model.bio.Exon
,,exon.43191,47,2021855,,,,2021332,2021854,1000026,5013532,2000012,org.intermine.model.bio.Exon
,,exon.43190,286,2021857,,,,2021332,2021856,1000026,5013533,2000012,org.intermine.model.bio.Exon
,,exon.43195,145,2021859,,,,2021332,2021858,1000026,5013534,2000012,org.intermine.model.bio.Exon
,,exon.43193,118,2021861,,,,2021332,2021860,1000026,5013535,2000012,org.intermine.model.bio.Exon
,,exon.43192,74,2021863,,,,2021332,2021862,1000026,5013536,2000012,org.intermine.model.bio.Exon
,,exon.43194,26,2021865,,,,2021332,2021864,1000026,5013537,2000012,org.intermine.model.bio.Exon
,,exon.42414,1323,2021871,,,,2021332,2021870,1000026,5013538,2000012,org.intermine.model.bio.Exon
,,exon.42447,2640,2021877,,,,2021332,2021876,1000026,5013539,2000012,org.intermine.model.bio.Exon
gene.43224,,MAL14_5S_1,119,2021879,,,,2021332,2021878,1000026,5013540,1000081,org.intermine.model.bio.Gene
,,exon.43227,119,2021884,,,,2021332,2021883,1000026,5013541,2000012,org.intermine.model.bio.Exon
gene.42874,,PF14_0778,1340,2021886,,,,2021332,2021885,1000026,5013542,1000081,org.intermine.model.bio.Gene
,,exon.42877,176,2021891,,,,2021332,2021890,1000026,5013543,2000012,org.intermine.model.bio.Exon
,,exon.42880,180,2021893,,,,2021332,2021892,1000026,5013544,2000012,org.intermine.model.bio.Exon
,,exon.42878,127,2021895,,,,2021332,2021894,1000026,5013545,2000012,org.intermine.model.bio.Exon
,,exon.42876,160,2021897,,,,2021332,2021896,1000026,5013546,2000012,org.intermine.model.bio.Exon
,,exon.42879,161,2021899,,,,2021332,2021898,1000026,5013547,2000012,org.intermine.model.bio.Exon
,,exon.43296,4350,2021905,,,,2021332,2021904,1000026,5013548,2000012,org.intermine.model.bio.Exon
,,exon.43305,2640,2021911,,,,2021332,2021910,1000026,5013549,2000012,org.intermine.model.bio.Exon
,,exon.43671,1638,2021917,,,,2021332,2021916,1000026,5013550,2000012,org.intermine.model.bio.Exon
,,exon.43693,660,2021923,,,,2021332,2021922,1000026,5013551,2000012,org.intermine.model.bio.Exon
gene.42516,,PF14_0810,1193,2021925,,,,2021332,2021924,1000026,5013552,1000081,org.intermine.model.bio.Gene
,,exon.42521,91,2021930,,,,2021332,2021929,1000026,5013553,2000012,org.intermine.model.bio.Exon
,,exon.42520,127,2021932,,,,2021332,2021931,1000026,5013554,2000012,org.intermine.model.bio.Exon
,,exon.42519,124,2021934,,,,2021332,2021933,1000026,5013555,2000012,org.intermine.model.bio.Exon
,,exon.42518,110,2021936,,,,2021332,2021935,1000026,5013556,2000012,org.intermine.model.bio.Exon
,,exon.42530,993,2021942,,,,2021332,2021941,1000026,5013557,2000012,org.intermine.model.bio.Exon
,,exon.42543,425,2021948,,,,2021332,2021947,1000026,5013558,2000012,org.intermine.model.bio.Exon
,,exon.42544,73,2021950,,,,2021332,2021949,1000026,5013559,2000012,org.intermine.model.bio.Exon
,,exon.42935,7000,2021956,,,,2021332,2021955,1000026,5013560,2000012,org.intermine.model.bio.Exon
,,exon.42936,1880,2021958,,,,2021332,2021957,1000026,5013561,2000012,org.intermine.model.bio.Exon
,,exon.42938,479,2021960,,,,2021332,2021959,1000026,5013562,2000012,org.intermine.model.bio.Exon
,,exon.42937,186,2021962,,,,2021332,2021961,1000026,5013563,2000012,org.intermine.model.bio.Exon
,,exon.42939,112,2021964,,,,2021332,2021963,1000026,5013564,2000012,org.intermine.model.bio.Exon
,,exon.43345,243,2021970,,,,2021332,2021969,1000026,5013565,2000012,org.intermine.model.bio.Exon
,,exon.43346,165,2021972,,,,2021332,2021971,1000026,5013566,2000012,org.intermine.model.bio.Exon
,,exon.42567,264,2021978,,,,2021332,2021977,1000026,5013567,2000012,org.intermine.model.bio.Exon
,,exon.42566,72,2021980,,,,2021332,2021979,1000026,5013568,2000012,org.intermine.model.bio.Exon
,,exon.42570,255,2021982,,,,2021332,2021981,1000026,5013569,2000012,org.intermine.model.bio.Exon
,,exon.42568,258,2021984,,,,2021332,2021983,1000026,5013570,2000012,org.intermine.model.bio.Exon
,,exon.42569,152,2021986,,,,2021332,2021985,1000026,5013571,2000012,org.intermine.model.bio.Exon
,,exon.42565,43,2021988,,,,2021332,2021987,1000026,5013572,2000012,org.intermine.model.bio.Exon
,,exon.42987,1044,2021994,,,,2021332,2021993,1000026,5013573,2000012,org.intermine.model.bio.Exon
,,exon.43365,66,2022000,,,,2021332,2021999,1000026,5013574,2000012,org.intermine.model.bio.Exon
,,exon.43364,70,2022002,,,,2021332,2022001,1000026,5013575,2000012,org.intermine.model.bio.Exon
,,exon.43363,206,2022004,,,,2021332,2022003,1000026,5013576,2000012,org.intermine.model.bio.Exon
,,exon.43369,813,2022010,,,,2021332,2022009,1000026,5013577,2000012,org.intermine.model.bio.Exon
,,exon.43368,1170,2022012,,,,2021332,2022011,1000026,5013578,2000012,org.intermine.model.bio.Exon
,,exon.45669,82,2022018,,,,2021332,2022017,1000026,5013579,2000012,org.intermine.model.bio.Exon
,,exon.45667,180,2022020,,,,2021332,2022019,1000026,5013580,2000012,org.intermine.model.bio.Exon
,,exon.45668,61,2022022,,,,2021332,2022021,1000026,5013581,2000012,org.intermine.model.bio.Exon
,,exon.45670,1498,2022024,,,,2021332,2022023,1000026,5013582,2000012,org.intermine.model.bio.Exon
,,exon.45711,6713,2022030,,,,2021332,2022029,1000026,5013583,2000012,org.intermine.model.bio.Exon
,,exon.45712,43,2022032,,,,2021332,2022031,1000026,5013584,2000012,org.intermine.model.bio.Exon
,,exon.45757,1077,2022038,,,,2021332,2022037,1000026,5013585,2000012,org.intermine.model.bio.Exon
,,exon.45766,746,2022044,,,,2021332,2022043,1000026,5013586,2000012,org.intermine.model.bio.Exon
,,exon.45765,1033,2022046,,,,2021332,2022045,1000026,5013587,2000012,org.intermine.model.bio.Exon
,,exon.45790,345,2022052,,,,2021332,2022051,1000026,5013588,2000012,org.intermine.model.bio.Exon
,,exon.45799,6315,2022058,,,,2021332,2022057,1000026,5013589,2000012,org.intermine.model.bio.Exon
,,exon.45843,2085,2022064,,,,2021332,2022063,1000026,5013590,2000012,org.intermine.model.bio.Exon
,,exon.45890,2373,2022070,,,,2021332,2022069,1000026,5013591,2000012,org.intermine.model.bio.Exon
,,exon.45898,498,2022076,,,,2021332,2022075,1000026,5013592,2000012,org.intermine.model.bio.Exon
,,exon.45927,96,2022082,,,,2021332,2022081,1000026,5013593,2000012,org.intermine.model.bio.Exon
,,exon.45928,882,2022084,,,,2021332,2022083,1000026,5013594,2000012,org.intermine.model.bio.Exon
,,exon.45986,33,2022090,,,,2021332,2022089,1000026,5013595,2000012,org.intermine.model.bio.Exon
,,exon.45985,792,2022092,,,,2021332,2022091,1000026,5013596,2000012,org.intermine.model.bio.Exon
,,exon.46041,540,2022098,,,,2021332,2022097,1000026,5013597,2000012,org.intermine.model.bio.Exon
,,exon.46040,57,2022100,,,,2021332,2022099,1000026,5013598,2000012,org.intermine.model.bio.Exon
,,exon.46052,132,2022106,,,,2021332,2022105,1000026,5013599,2000012,org.intermine.model.bio.Exon
,,exon.46053,723,2022108,,,,2021332,2022107,1000026,5013600,2000012,org.intermine.model.bio.Exon
,,exon.46067,69,2022114,,,,2021332,2022113,1000026,5013601,2000012,org.intermine.model.bio.Exon
,,exon.46068,1011,2022116,,,,2021332,2022115,1000026,5013602,2000012,org.intermine.model.bio.Exon
,,exon.45022,2244,2022122,,,,2021332,2022121,1000026,5013603,2000012,org.intermine.model.bio.Exon
,,exon.45118,1687,2022128,,,,2021332,2022127,1000026,5013604,2000012,org.intermine.model.bio.Exon
,,exon.45117,719,2022130,,,,2021332,2022129,1000026,5013605,2000012,org.intermine.model.bio.Exon
,,exon.45141,888,2022136,,,,2021332,2022135,1000026,5013606,2000012,org.intermine.model.bio.Exon
,,exon.45162,447,2022142,,,,2021332,2022141,1000026,5013607,2000012,org.intermine.model.bio.Exon
,,exon.45217,8199,2022148,,,,2021332,2022147,1000026,5013608,2000012,org.intermine.model.bio.Exon
,,exon.45216,63,2022150,,,,2021332,2022149,1000026,5013609,2000012,org.intermine.model.bio.Exon
,,exon.45237,9969,2022156,,,,2021332,2022155,1000026,5013610,2000012,org.intermine.model.bio.Exon
,,exon.45266,84,2022162,,,,2021332,2022161,1000026,5013611,2000012,org.intermine.model.bio.Exon
,,exon.45267,930,2022164,,,,2021332,2022163,1000026,5013612,2000012,org.intermine.model.bio.Exon
,,exon.45327,2318,2022170,,,,2021332,2022169,1000026,5013613,2000012,org.intermine.model.bio.Exon
,,exon.45328,439,2022172,,,,2021332,2022171,1000026,5013614,2000012,org.intermine.model.bio.Exon
,,exon.45453,2709,2022178,,,,2021332,2022177,1000026,5013615,2000012,org.intermine.model.bio.Exon
,,exon.45470,1740,2022184,,,,2021332,2022183,1000026,5013616,2000012,org.intermine.model.bio.Exon
,,exon.45549,327,2022190,,,,2021332,2022189,1000026,5013617,2000012,org.intermine.model.bio.Exon
,,exon.45548,719,2022192,,,,2021332,2022191,1000026,5013618,2000012,org.intermine.model.bio.Exon
,,exon.45547,133,2022194,,,,2021332,2022193,1000026,5013619,2000012,org.intermine.model.bio.Exon
,,exon.45546,18,2022196,,,,2021332,2022195,1000026,5013620,2000012,org.intermine.model.bio.Exon
,,exon.45571,789,2022202,,,,2021332,2022201,1000026,5013621,2000012,org.intermine.model.bio.Exon
,,exon.45618,239,2022208,,,,2021332,2022207,1000026,5013622,2000012,org.intermine.model.bio.Exon
,,exon.45617,100,2022210,,,,2021332,2022209,1000026,5013623,2000012,org.intermine.model.bio.Exon
gene.42598,,PF14_0777,415,2022212,,,,2021332,2022211,1000026,5013624,1000081,org.intermine.model.bio.Gene
,,exon.42602,60,2022217,,,,2021332,2022216,1000026,5013625,2000012,org.intermine.model.bio.Exon
,,exon.42600,51,2022219,,,,2021332,2022218,1000026,5013626,2000012,org.intermine.model.bio.Exon
,,exon.42601,24,2022221,,,,2021332,2022220,1000026,5013627,2000012,org.intermine.model.bio.Exon
,,exon.42605,3288,2022227,,,,2021332,2022226,1000026,5013628,2000012,org.intermine.model.bio.Exon
,,exon.43005,793,2022233,,,,2021332,2022232,1000026,5013629,2000012,org.intermine.model.bio.Exon
,,exon.43004,260,2022235,,,,2021332,2022234,1000026,5013630,2000012,org.intermine.model.bio.Exon
,,exon.43003,93,2022237,,,,2021332,2022236,1000026,5013631,2000012,org.intermine.model.bio.Exon
,,exon.43421,1779,2022243,,,,2021332,2022242,1000026,5013632,2000012,org.intermine.model.bio.Exon
,,exon.43436,238,2022249,,,,2021332,2022248,1000026,5013633,2000012,org.intermine.model.bio.Exon
,,exon.43437,139,2022251,,,,2021332,2022250,1000026,5013634,2000012,org.intermine.model.bio.Exon
,,exon.43438,127,2022253,,,,2021332,2022252,1000026,5013635,2000012,org.intermine.model.bio.Exon
,,exon.43442,96,2022255,,,,2021332,2022254,1000026,5013636,2000012,org.intermine.model.bio.Exon
,,exon.43443,126,2022257,,,,2021332,2022256,1000026,5013637,2000012,org.intermine.model.bio.Exon
,,exon.43444,80,2022259,,,,2021332,2022258,1000026,5013638,2000012,org.intermine.model.bio.Exon
,,exon.43440,161,2022261,,,,2021332,2022260,1000026,5013639,2000012,org.intermine.model.bio.Exon
,,exon.43434,81,2022263,,,,2021332,2022262,1000026,5013640,2000012,org.intermine.model.bio.Exon
,,exon.43439,518,2022265,,,,2021332,2022264,1000026,5013641,2000012,org.intermine.model.bio.Exon
,,exon.43441,158,2022267,,,,2021332,2022266,1000026,5013642,2000012,org.intermine.model.bio.Exon
,,exon.43435,305,2022269,,,,2021332,2022268,1000026,5013643,2000012,org.intermine.model.bio.Exon
,,exon.43448,357,2022271,,,,2021332,2022270,1000026,5013644,2000012,org.intermine.model.bio.Exon
,,exon.43433,104,2022273,,,,2021332,2022272,1000026,5013645,2000012,org.intermine.model.bio.Exon
,,exon.43447,105,2022275,,,,2021332,2022274,1000026,5013646,2000012,org.intermine.model.bio.Exon
,,exon.43445,161,2022277,,,,2021332,2022276,1000026,5013647,2000012,org.intermine.model.bio.Exon
,,exon.43446,124,2022279,,,,2021332,2022278,1000026,5013648,2000012,org.intermine.model.bio.Exon
,,exon.43821,2898,2022285,,,,2021332,2022284,1000026,5013649,2000012,org.intermine.model.bio.Exon
,,exon.43856,3588,2022291,,,,2021332,2022290,1000026,5013650,2000012,org.intermine.model.bio.Exon
,,exon.43922,4557,2022297,,,,2021332,2022296,1000026,5013651,2000012,org.intermine.model.bio.Exon
,,exon.43961,759,2022303,,,,2021332,2022302,1000026,5013652,2000012,org.intermine.model.bio.Exon
,,exon.43974,1080,2022309,,,,2021332,2022308,1000026,5013653,2000012,org.intermine.model.bio.Exon
,,exon.43986,573,2022315,,,,2021332,2022314,1000026,5013654,2000012,org.intermine.model.bio.Exon
,,exon.44024,6810,2022321,,,,2021332,2022320,1000026,5013655,2000012,org.intermine.model.bio.Exon
,,exon.44039,1857,2022327,,,,2021332,2022326,1000026,5013656,2000012,org.intermine.model.bio.Exon
,,exon.44035,431,2022329,,,,2021332,2022328,1000026,5013657,2000012,org.intermine.model.bio.Exon
,,exon.44037,175,2022331,,,,2021332,2022330,1000026,5013658,2000012,org.intermine.model.bio.Exon
,,exon.44036,70,2022333,,,,2021332,2022332,1000026,5013659,2000012,org.intermine.model.bio.Exon
,,exon.44038,29,2022335,,,,2021332,2022334,1000026,5013660,2000012,org.intermine.model.bio.Exon
,,exon.44061,265,2022341,,,,2021332,2022340,1000026,5013661,2000012,org.intermine.model.bio.Exon
,,exon.44060,153,2022343,,,,2021332,2022342,1000026,5013662,2000012,org.intermine.model.bio.Exon
,,exon.44059,47,2022345,,,,2021332,2022344,1000026,5013663,2000012,org.intermine.model.bio.Exon
,,exon.44148,1006,2022351,,,,2021332,2022350,1000026,5013664,2000012,org.intermine.model.bio.Exon
,,exon.44146,324,2022353,,,,2021332,2022352,1000026,5013665,2000012,org.intermine.model.bio.Exon
,,exon.44145,176,2022355,,,,2021332,2022354,1000026,5013666,2000012,org.intermine.model.bio.Exon
,,exon.44147,597,2022357,,,,2021332,2022356,1000026,5013667,2000012,org.intermine.model.bio.Exon
,,exon.44170,1099,2022363,,,,2021332,2022362,1000026,5013668,2000012,org.intermine.model.bio.Exon
,,exon.44167,453,2022365,,,,2021332,2022364,1000026,5013669,2000012,org.intermine.model.bio.Exon
,,exon.44169,1850,2022367,,,,2021332,2022366,1000026,5013670,2000012,org.intermine.model.bio.Exon
,,exon.44166,118,2022369,,,,2021332,2022368,1000026,5013671,2000012,org.intermine.model.bio.Exon
,,exon.44168,161,2022371,,,,2021332,2022370,1000026,5013672,2000012,org.intermine.model.bio.Exon
,,exon.44752,444,2022377,,,,2021332,2022376,1000026,5013673,2000012,org.intermine.model.bio.Exon
,,exon.44542,204,2022383,,,,2021332,2022382,1000026,5013674,2000012,org.intermine.model.bio.Exon
,,exon.44541,871,2022385,,,,2021332,2022384,1000026,5013675,2000012,org.intermine.model.bio.Exon
,,exon.44540,77,2022387,,,,2021332,2022386,1000026,5013676,2000012,org.intermine.model.bio.Exon
,,exon.44547,7,2022393,,,,2021332,2022392,1000026,5013677,2000012,org.intermine.model.bio.Exon
,,exon.44546,79,2022395,,,,2021332,2022394,1000026,5013678,2000012,org.intermine.model.bio.Exon
,,exon.44549,586,2022397,,,,2021332,2022396,1000026,5013679,2000012,org.intermine.model.bio.Exon
,,exon.44548,147,2022399,,,,2021332,2022398,1000026,5013680,2000012,org.intermine.model.bio.Exon
,,exon.44830,702,2022405,,,,2021332,2022404,1000026,5013681,2000012,org.intermine.model.bio.Exon
,,exon.44831,2776,2022407,,,,2021332,2022406,1000026,5013682,2000012,org.intermine.model.bio.Exon
,,exon.44832,137,2022409,,,,2021332,2022408,1000026,5013683,2000012,org.intermine.model.bio.Exon
,,exon.44355,3807,2022415,,,,2021332,2022414,1000026,5013684,2000012,org.intermine.model.bio.Exon
,,exon.44624,126,2022421,,,,2021332,2022420,1000026,5013685,2000012,org.intermine.model.bio.Exon
,,exon.44623,106,2022423,,,,2021332,2022422,1000026,5013686,2000012,org.intermine.model.bio.Exon
,,exon.44622,10883,2022425,,,,2021332,2022424,1000026,5013687,2000012,org.intermine.model.bio.Exon
,,exon.44892,2295,2022431,,,,2021332,2022430,1000026,5013688,2000012,org.intermine.model.bio.Exon
,,exon.44907,465,2022437,,,,2021332,2022436,1000026,5013689,2000012,org.intermine.model.bio.Exon
,,exon.44388,2784,2022443,,,,2021332,2022442,1000026,5013690,2000012,org.intermine.model.bio.Exon
,,exon.44658,37,2022449,,,,2021332,2022448,1000026,5013691,2000012,org.intermine.model.bio.Exon
,,exon.44659,158,2022451,,,,2021332,2022450,1000026,5013692,2000012,org.intermine.model.bio.Exon
,,exon.44657,2052,2022453,,,,2021332,2022452,1000026,5013693,2000012,org.intermine.model.bio.Exon
,,exon.44674,3411,2022459,,,,2021332,2022458,1000026,5013694,2000012,org.intermine.model.bio.Exon
,,exon.44933,1833,2022465,,,,2021332,2022464,1000026,5013695,2000012,org.intermine.model.bio.Exon
,,exon.44943,2791,2022471,,,,2021332,2022470,1000026,5013696,2000012,org.intermine.model.bio.Exon
,,exon.44941,62,2022473,,,,2021332,2022472,1000026,5013697,2000012,org.intermine.model.bio.Exon
,,exon.44942,177,2022475,,,,2021332,2022474,1000026,5013698,2000012,org.intermine.model.bio.Exon
,,exon.44944,216,2022477,,,,2021332,2022476,1000026,5013699,2000012,org.intermine.model.bio.Exon
,,exon.44425,1396,2022483,,,,2021332,2022482,1000026,5013700,2000012,org.intermine.model.bio.Exon
,,exon.44426,71,2022485,,,,2021332,2022484,1000026,5013701,2000012,org.intermine.model.bio.Exon
