secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,chromosomelocationid,organismid,proteinid,sequenceid,sequenceontologytermid,geneid,class
,,mRNA.59292,13575,2036523,,,,2035638,2036522,1000026,,5026890,2000009,2036520,org.intermine.model.bio.MRNA
,,mRNA.58781,255,2036530,,,,2035638,2036529,1000026,,5026892,2000009,2036527,org.intermine.model.bio.MRNA
,,mRNA.58801,2046,2036537,,,,2035638,2036536,1000026,,5026894,2000009,2036534,org.intermine.model.bio.MRNA
,,mRNA.58806,1008,2036544,,,,2035638,2036543,1000026,,5026896,2000009,2036541,org.intermine.model.bio.MRNA
,,mRNA.59046,2526,2036551,,,,2035638,2036550,1000026,,5026898,2000009,2036548,org.intermine.model.bio.MRNA
,,mRNA.59049,1839,2036558,,,,2035638,2036557,1000026,,5026900,2000009,2036555,org.intermine.model.bio.MRNA
,,mRNA.59073,351,2036575,,,,2035638,2036574,1000026,,5026902,2000009,2036572,org.intermine.model.bio.MRNA
,,mRNA.59331,528,2036588,,,,2035638,2036587,1000026,,5026904,2000009,2036585,org.intermine.model.bio.MRNA
,,mRNA.58827,7137,2036595,,,,2035638,2036594,1000026,,5026906,2000009,2036592,org.intermine.model.bio.MRNA
,,mRNA.58846,813,2036602,,,,2035638,2036601,1000026,,5026908,2000009,2036599,org.intermine.model.bio.MRNA
,,mRNA.59124,4260,2036611,,,,2035638,2036610,1000026,,5026910,2000009,2036608,org.intermine.model.bio.MRNA
,,mRNA.59358,1998,2036618,,,,2035638,2036617,1000026,,5026912,2000009,2036615,org.intermine.model.bio.MRNA
,,mRNA.58869,1644,2036625,,,,2035638,2036624,1000026,,5026914,2000009,2036622,org.intermine.model.bio.MRNA
,,mRNA.58888,423,2036636,,,,2035638,2036635,1000026,,5026916,2000009,2036633,org.intermine.model.bio.MRNA
,,mRNA.59407,615,2036647,,,,2035638,2036646,1000026,,5026918,2000009,2036644,org.intermine.model.bio.MRNA
,,mRNA.59413,666,2036654,,,,2035638,2036653,1000026,,5026920,2000009,2036651,org.intermine.model.bio.MRNA
,,mRNA.59425,2160,2036678,,,,2035638,2036677,1000026,,5026922,2000009,1000822,org.intermine.model.bio.MRNA
,,mRNA.59183,465,2036685,,,,2035638,2036684,1000026,,5026924,2000009,2036682,org.intermine.model.bio.MRNA
,,mRNA.59195,372,2036696,,,,2035638,2036695,1000026,,5026926,2000009,2036693,org.intermine.model.bio.MRNA
,,mRNA.59473,2961,2036703,,,,2035638,2036702,1000026,,5026928,2000009,2036700,org.intermine.model.bio.MRNA
,,mRNA.58965,2007,2036712,,,,2035638,2036711,1000026,,5026930,2000009,2036709,org.intermine.model.bio.MRNA
,,mRNA.58969,1578,2036721,,,,2035638,2036720,1000026,,5026932,2000009,2036718,org.intermine.model.bio.MRNA
,,mRNA.58986,2094,2036728,,,,2035638,2036727,1000026,,5026934,2000009,2036725,org.intermine.model.bio.MRNA
,,mRNA.59225,1446,2036735,,,,2035638,2036734,1000026,,5026936,2000009,2036732,org.intermine.model.bio.MRNA
,,mRNA.59233,5610,2036742,,,,2035638,2036741,1000026,,5026938,2000009,2036739,org.intermine.model.bio.MRNA
,,mRNA.59248,903,2036751,,,,2035638,2036750,1000026,,5026940,2000009,2036748,org.intermine.model.bio.MRNA
,,mRNA.59511,5355,2036758,,,,2035638,2036757,1000026,,5026942,2000009,2036755,org.intermine.model.bio.MRNA
,,mRNA.58037,1125,2036765,,,,2035638,2036764,1000026,,5026944,2000009,2036762,org.intermine.model.bio.MRNA
,,mRNA.58057,1803,2036774,,,,2035638,2036773,1000026,,5026946,2000009,2036771,org.intermine.model.bio.MRNA
,,mRNA.58106,1146,2036785,,,,2035638,2036784,1000026,,5026948,2000009,2036782,org.intermine.model.bio.MRNA
,,mRNA.58178,2553,2036794,,,,2035638,2036793,1000026,,5026950,2000009,2036791,org.intermine.model.bio.MRNA
,,mRNA.58226,675,2036801,,,,2035638,2036800,1000026,,5026952,2000009,2036798,org.intermine.model.bio.MRNA
,,mRNA.58280,2223,2036814,,,,2035638,2036813,1000026,,5026954,2000009,2036811,org.intermine.model.bio.MRNA
,,mRNA.59545,8028,2036821,,,,2035638,2036820,1000026,,5026956,2000009,2036818,org.intermine.model.bio.MRNA
,,mRNA.59555,642,2036828,,,,2035638,2036827,1000026,,5026958,2000009,2036825,org.intermine.model.bio.MRNA
,,mRNA.59558,888,2036835,,,,2035638,2036834,1000026,,5026960,2000009,2036832,org.intermine.model.bio.MRNA
,,mRNA.58322,1224,2036844,,,,2035638,2036843,1000026,,5026962,2000009,2036841,org.intermine.model.bio.MRNA
,,mRNA.58379,2067,2036851,,,,2035638,2036850,1000026,,5026964,2000009,2036848,org.intermine.model.bio.MRNA
,,mRNA.58389,4584,2036858,,,,2035638,2036857,1000026,,5026966,2000009,2036855,org.intermine.model.bio.MRNA
,,mRNA.58514,1320,2036865,,,,2035638,2036864,1000026,,5026968,2000009,2036862,org.intermine.model.bio.MRNA
,,mRNA.58543,243,2036872,,,,2035638,2036871,1000026,,5026970,2000009,2036869,org.intermine.model.bio.MRNA
,,mRNA.58635,810,2036885,,,,2035638,2036884,1000026,,5026972,2000009,2036882,org.intermine.model.bio.MRNA
,,mRNA.58689,933,2036892,,,,2035638,2036891,1000026,,5026974,2000009,2036889,org.intermine.model.bio.MRNA
,,mRNA.58724,4683,2036901,,,,2035638,2036900,1000026,,5026976,2000009,2036898,org.intermine.model.bio.MRNA
,,mRNA.58758,2883,2036908,,,,2035638,2036907,1000026,,5026978,2000009,2036905,org.intermine.model.bio.MRNA
,,mRNA.58765,3753,2036921,,,,2035638,2036920,1000026,,5026980,2000009,2036918,org.intermine.model.bio.MRNA
,,mRNA.59038,1689,2036946,,,,2035638,2036945,1000026,,5026982,2000009,2036943,org.intermine.model.bio.MRNA
,,mRNA.59282,972,2036953,,,,2035638,2036952,1000026,,5026984,2000009,2036950,org.intermine.model.bio.MRNA
,,mRNA.59299,1107,2036960,,,,2035638,2036959,1000026,,5026986,2000009,2036957,org.intermine.model.bio.MRNA
,,mRNA.59310,2889,2036967,,,,2035638,2036966,1000026,,5026988,2000009,2036964,org.intermine.model.bio.MRNA
,,mRNA.59079,819,2036976,,,,2035638,2036975,1000026,,5026990,2000009,2036973,org.intermine.model.bio.MRNA
,,mRNA.59320,1818,2037001,,,,2035638,2037000,1000026,,5026992,2000009,2036998,org.intermine.model.bio.MRNA
,,mRNA.59339,1308,2037010,,,,2035638,2037009,1000026,,5026994,2000009,2037007,org.intermine.model.bio.MRNA
,,mRNA.58850,3426,2037033,,,,2035638,2037032,1000026,,5026996,2000009,2037030,org.intermine.model.bio.MRNA
,,mRNA.59132,3306,2037044,,,,2035638,2037043,1000026,,5026998,2000009,2037041,org.intermine.model.bio.MRNA
,,mRNA.58874,807,2037053,,,,2035638,2037052,1000026,,5027000,2000009,2037050,org.intermine.model.bio.MRNA
,,mRNA.58882,4140,2037070,,,,2035638,2037069,1000026,,5027002,2000009,2037067,org.intermine.model.bio.MRNA
,,mRNA.58900,690,2037079,,,,2035638,2037078,1000026,,5027004,2000009,2037076,org.intermine.model.bio.MRNA
,,mRNA.59141,1599,2037086,,,,2035638,2037085,1000026,,5027006,2000009,2037083,org.intermine.model.bio.MRNA
,,mRNA.58946,1947,2037097,,,,2035638,2037096,1000026,,5027008,2000009,2037094,org.intermine.model.bio.MRNA
,,mRNA.59449,4896,2037104,,,,2035638,2037103,1000026,,5027010,2000009,2037101,org.intermine.model.bio.MRNA
,,mRNA.58961,384,2037127,,,,2035638,2037126,1000026,,5027012,2000009,2037124,org.intermine.model.bio.MRNA
,,mRNA.58997,933,2037136,,,,2035638,2037135,1000026,,5027014,2000009,2037133,org.intermine.model.bio.MRNA
,,mRNA.59529,3252,2037143,,,,2035638,2037142,1000026,,5027016,2000009,2037140,org.intermine.model.bio.MRNA
,,mRNA.58047,1046,2037152,,,,2035638,2037151,1000026,,5027018,2000009,2037149,org.intermine.model.bio.MRNA
,,mRNA.58245,1146,2037159,,,,2035638,2037158,1000026,,5027020,2000009,2037156,org.intermine.model.bio.MRNA
,,mRNA.58263,8886,2037166,,,,2035638,2037165,1000026,,5027022,2000009,2037163,org.intermine.model.bio.MRNA
,,mRNA.59548,2130,2037177,,,,2035638,2037176,1000026,,5027024,2000009,2037174,org.intermine.model.bio.MRNA
,,mRNA.59573,159,2037184,,,,2035638,2037183,1000026,,5027026,2000009,2037181,org.intermine.model.bio.MRNA
,,mRNA.59627,9495,2037191,,,,2035638,2037190,1000026,,5027028,2000009,2037188,org.intermine.model.bio.MRNA
,,mRNA.58346,2460,2037198,,,,2035638,2037197,1000026,,5027030,2000009,2037195,org.intermine.model.bio.MRNA
,,mRNA.58366,2310,2037205,,,,2035638,2037204,1000026,,5027032,2000009,2037202,org.intermine.model.bio.MRNA
,,mRNA.58373,627,2037212,,,,2035638,2037211,1000026,,5027034,2000009,2037209,org.intermine.model.bio.MRNA
,,mRNA.58383,1959,2037225,,,,2035638,2037224,1000026,,5027036,2000009,2037222,org.intermine.model.bio.MRNA
,,mRNA.58434,855,2037232,,,,2035638,2037231,1000026,,5027038,2000009,2037229,org.intermine.model.bio.MRNA
,,mRNA.58520,80,2037239,,,,2035638,2037238,1000026,,5027040,2000009,2037236,org.intermine.model.bio.MRNA
,,mRNA.58552,360,2037246,,,,2035638,2037245,1000026,,5027042,2000009,2037243,org.intermine.model.bio.MRNA
,,mRNA.58563,4260,2037255,,,,2035638,2037254,1000026,,5027044,2000009,2037252,org.intermine.model.bio.MRNA
,,mRNA.58589,2193,2037262,,,,2035638,2037261,1000026,,5027046,2000009,2037259,org.intermine.model.bio.MRNA
,,mRNA.58592,429,2037269,,,,2035638,2037268,1000026,,5027048,2000009,2037266,org.intermine.model.bio.MRNA
,,mRNA.58609,705,2037284,,,,2035638,2037283,1000026,,5027050,2000009,2037281,org.intermine.model.bio.MRNA
,,mRNA.58612,2454,2037291,,,,2035638,2037290,1000026,,5027052,2000009,2037288,org.intermine.model.bio.MRNA
,,mRNA.58629,4935,2037304,,,,2035638,2037303,1000026,,5027054,2000009,2037301,org.intermine.model.bio.MRNA
,,mRNA.58661,375,2037311,,,,2035638,2037310,1000026,,5027056,2000009,2037308,org.intermine.model.bio.MRNA
,,mRNA.58676,2211,2037320,,,,2035638,2037319,1000026,,5027058,2000009,2037317,org.intermine.model.bio.MRNA
,,mRNA.58697,2604,2037327,,,,2035638,2037326,1000026,,5027060,2000009,2037324,org.intermine.model.bio.MRNA
,,mRNA.58703,3387,2037334,,,,2035638,2037333,1000026,,5027062,2000009,2037331,org.intermine.model.bio.MRNA
,,mRNA.58748,6402,2037341,,,,2035638,2037340,1000026,,5027064,2000009,2037338,org.intermine.model.bio.MRNA
,,mRNA.58784,987,2037348,,,,2035638,2037347,1000026,,5027066,2000009,2037345,org.intermine.model.bio.MRNA
,,mRNA.58835,498,2037355,,,,2035638,2037354,1000026,,5027068,2000009,2037352,org.intermine.model.bio.MRNA
,,mRNA.59091,28026,2037364,,,,2035638,2037363,1000026,,5027070,2000009,2037361,org.intermine.model.bio.MRNA
,,mRNA.58909,5685,2037377,,,,2035638,2037376,1000026,,5027072,2000009,2037374,org.intermine.model.bio.MRNA
,,mRNA.59136,393,2037392,,,,2035638,2037391,1000026,,5027074,2000009,2037389,org.intermine.model.bio.MRNA
,,mRNA.59176,3372,2037403,,,,2035638,2037402,1000026,,5027076,2000009,2037400,org.intermine.model.bio.MRNA
,,mRNA.58033,1041,2037410,,,,2035638,2037409,1000026,,5027078,2000009,2037407,org.intermine.model.bio.MRNA
,,mRNA.58050,275,2037417,,,,2035638,2037416,1000026,,5027080,2000009,2037414,org.intermine.model.bio.MRNA
,,mRNA.58063,783,2037424,,,,2035638,2037423,1000026,,5027082,2000009,2037421,org.intermine.model.bio.MRNA
,,mRNA.58076,1227,2037433,,,,2035638,2037432,1000026,,5027084,2000009,2037430,org.intermine.model.bio.MRNA
,,mRNA.58082,1014,2037442,,,,2035638,2037441,1000026,,5027086,2000009,2037439,org.intermine.model.bio.MRNA
,,mRNA.58087,5163,2037451,,,,2035638,2037450,1000026,,5027088,2000009,2037448,org.intermine.model.bio.MRNA
,,mRNA.58138,3471,2037460,,,,2035638,2037459,1000026,,5027090,2000009,2037457,org.intermine.model.bio.MRNA
,,mRNA.58154,909,2037477,,,,2035638,2037476,1000026,,5027092,2000009,2037474,org.intermine.model.bio.MRNA
,,mRNA.58163,1614,2037494,,,,2035638,2037493,1000026,,5027094,2000009,2037491,org.intermine.model.bio.MRNA
,,mRNA.58232,2268,2037501,,,,2035638,2037500,1000026,,5027096,2000009,2037498,org.intermine.model.bio.MRNA
,,mRNA.58269,8265,2037508,,,,2035638,2037507,1000026,,5027098,2000009,2037505,org.intermine.model.bio.MRNA
,,mRNA.58273,1698,2037517,,,,2035638,2037516,1000026,,5027100,2000009,2037514,org.intermine.model.bio.MRNA
,,mRNA.58284,4053,2037524,,,,2035638,2037523,1000026,,5027102,2000009,2037521,org.intermine.model.bio.MRNA
,,mRNA.58288,1002,2037533,,,,2035638,2037532,1000026,,5027104,2000009,2037530,org.intermine.model.bio.MRNA
,,mRNA.59565,2092,2037540,,,,2035638,2037539,1000026,,5027106,2000009,2037537,org.intermine.model.bio.MRNA
,,mRNA.59569,359,2037547,,,,2035638,2037546,1000026,,5027108,2000009,2037544,org.intermine.model.bio.MRNA
,,mRNA.59585,546,2037554,,,,2035638,2037553,1000026,,5027110,2000009,2037551,org.intermine.model.bio.MRNA
,,mRNA.58291,2775,2037561,,,,2035638,2037560,1000026,,5027112,2000009,2037558,org.intermine.model.bio.MRNA
,,mRNA.58333,2973,2037568,,,,2035638,2037567,1000026,,5027114,2000009,2037565,org.intermine.model.bio.MRNA
,,mRNA.58341,471,2037575,,,,2035638,2037574,1000026,,5027116,2000009,2037572,org.intermine.model.bio.MRNA
,,mRNA.58358,318,2037586,,,,2035638,2037585,1000026,,5027118,2000009,2037583,org.intermine.model.bio.MRNA
,,mRNA.58363,1236,2037597,,,,2035638,2037596,1000026,,5027120,2000009,2037594,org.intermine.model.bio.MRNA
,,mRNA.58369,2682,2037604,,,,2035638,2037603,1000026,,5027122,2000009,2037601,org.intermine.model.bio.MRNA
,,mRNA.58386,1596,2037611,,,,2035638,2037610,1000026,,5027124,2000009,2037608,org.intermine.model.bio.MRNA
,,mRNA.58431,4473,2037618,,,,2035638,2037617,1000026,,5027126,2000009,2037615,org.intermine.model.bio.MRNA
,,mRNA.58448,5127,2037625,,,,2035638,2037624,1000026,,5027128,2000009,2037622,org.intermine.model.bio.MRNA
,,mRNA.58467,1335,2037632,,,,2035638,2037631,1000026,,5027130,2000009,2037629,org.intermine.model.bio.MRNA
,,mRNA.58476,1188,2037639,,,,2035638,2037638,1000026,,5027132,2000009,2037636,org.intermine.model.bio.MRNA
,,mRNA.58549,516,2037657,,,,2035638,2037656,1000026,,5027134,2000009,1000777,org.intermine.model.bio.MRNA
,,mRNA.58571,30186,2037664,,,,2035638,2037663,1000026,,5027136,2000009,2037661,org.intermine.model.bio.MRNA
,,mRNA.58599,387,2037671,,,,2035638,2037670,1000026,,5027138,2000009,2037668,org.intermine.model.bio.MRNA
,,mRNA.58603,1968,2037680,,,,2035638,2037679,1000026,,5027140,2000009,2037677,org.intermine.model.bio.MRNA
,,mRNA.58618,603,2037687,,,,2035638,2037686,1000026,,5027142,2000009,2037684,org.intermine.model.bio.MRNA
,,mRNA.59010,6165,2037704,,,,2035638,2037703,1000026,,5027144,2000009,2037701,org.intermine.model.bio.MRNA
,,mRNA.59013,1440,2037710,,,,2035638,2037709,1000026,,5027146,2000009,1000369,org.intermine.model.bio.MRNA
,,mRNA.59020,4581,2037717,,,,2035638,2037716,1000026,,5027148,2000009,2037714,org.intermine.model.bio.MRNA
,,mRNA.58791,7203,2037738,,,,2035638,2037737,1000026,,5027150,2000009,2037735,org.intermine.model.bio.MRNA
,,mRNA.58796,456,2037747,,,,2035638,2037746,1000026,,5027152,2000009,2037744,org.intermine.model.bio.MRNA
,,mRNA.59057,5334,2037758,,,,2035638,2037757,1000026,,5027154,2000009,2037755,org.intermine.model.bio.MRNA
,,mRNA.59324,708,2037773,,,,2035638,2037772,1000026,,5027156,2000009,2037770,org.intermine.model.bio.MRNA
,,mRNA.59328,156,2037782,,,,2035638,2037781,1000026,,5027158,2000009,2037779,org.intermine.model.bio.MRNA
,,mRNA.58859,879,2037789,,,,2035638,2037788,1000026,,5027160,2000009,2037786,org.intermine.model.bio.MRNA
,,mRNA.59108,534,2037796,,,,2035638,2037795,1000026,,5027162,2000009,2037793,org.intermine.model.bio.MRNA
,,mRNA.58906,3831,2037811,,,,2035638,2037810,1000026,,5027164,2000009,2037808,org.intermine.model.bio.MRNA
,,mRNA.59155,624,2037818,,,,2035638,2037817,1000026,,5027166,2000009,2037815,org.intermine.model.bio.MRNA
,,mRNA.59162,4449,2037833,,,,2035638,2037832,1000026,,5027168,2000009,2037830,org.intermine.model.bio.MRNA
,,mRNA.59403,312,2037842,,,,2035638,2037841,1000026,,5027170,2000009,2037839,org.intermine.model.bio.MRNA
,,mRNA.59430,552,2037851,,,,2035638,2037850,1000026,,5027172,2000009,2037848,org.intermine.model.bio.MRNA
,,mRNA.59435,1647,2037860,,,,2035638,2037859,1000026,,5027174,2000009,2037857,org.intermine.model.bio.MRNA
,,mRNA.59207,2103,2037877,,,,2035638,2037876,1000026,,5027176,2000009,2037874,org.intermine.model.bio.MRNA
,,mRNA.59211,2967,2037886,,,,2035638,2037885,1000026,,5027178,2000009,2037883,org.intermine.model.bio.MRNA
,,mRNA.59469,73,2037893,,,,2035638,2037892,1000026,,5027180,2000009,2037890,org.intermine.model.bio.MRNA
,,mRNA.59477,5721,2037900,,,,2035638,2037899,1000026,,5027182,2000009,2037897,org.intermine.model.bio.MRNA
,,mRNA.58989,312,2037909,,,,2035638,2037908,1000026,,5027184,2000009,2037906,org.intermine.model.bio.MRNA
,,mRNA.59237,1158,2037920,,,,2035638,2037919,1000026,,5027186,2000009,2037917,org.intermine.model.bio.MRNA
,,mRNA.59251,888,2037931,,,,2035638,2037930,1000026,,5027188,2000009,2037928,org.intermine.model.bio.MRNA
,,mRNA.59499,1575,2037952,,,,2035638,2037951,1000026,,5027190,2000009,2037949,org.intermine.model.bio.MRNA
,,mRNA.59525,1344,2037959,,,,2035638,2037958,1000026,,5027192,2000009,2037956,org.intermine.model.bio.MRNA
,,mRNA.58026,6624,2037968,,,,2035638,2037967,1000026,,5027194,2000009,2037965,org.intermine.model.bio.MRNA
,,mRNA.58149,249,2037977,,,,2035638,2037976,1000026,,5027196,2000009,2037974,org.intermine.model.bio.MRNA
,,mRNA.58168,2940,2037988,,,,2035638,2037987,1000026,,5027198,2000009,2037985,org.intermine.model.bio.MRNA
,,mRNA.58181,2406,2037995,,,,2035638,2037994,1000026,,5027200,2000009,2037992,org.intermine.model.bio.MRNA
,,mRNA.58213,522,2038016,,,,2035638,2038015,1000026,,5027202,2000009,2038013,org.intermine.model.bio.MRNA
,,mRNA.58235,828,2038031,,,,2035638,2038030,1000026,,5027204,2000009,2038028,org.intermine.model.bio.MRNA
,,mRNA.58251,16920,2038048,,,,2035638,2038047,1000026,,5027206,2000009,2038045,org.intermine.model.bio.MRNA
,,mRNA.58254,348,2038055,,,,2035638,2038054,1000026,,5027208,2000009,2038052,org.intermine.model.bio.MRNA
,,mRNA.59615,288,2038072,,,,2035638,2038071,1000026,,5027210,2000009,2038069,org.intermine.model.bio.MRNA
,,mRNA.59618,957,2038079,,,,2035638,2038078,1000026,,5027212,2000009,2038076,org.intermine.model.bio.MRNA
,,mRNA.59624,780,2038088,,,,2035638,2038087,1000026,,5027214,2000009,2038085,org.intermine.model.bio.MRNA
,,mRNA.58296,303,2038095,,,,2035638,2038094,1000026,,5027216,2000009,2038092,org.intermine.model.bio.MRNA
,,mRNA.58308,741,2038104,,,,2035638,2038103,1000026,,5027218,2000009,2038101,org.intermine.model.bio.MRNA
,,mRNA.58349,2790,2038115,,,,2035638,2038114,1000026,,5027220,2000009,2038112,org.intermine.model.bio.MRNA
,,mRNA.58415,1029,2038126,,,,2035638,2038125,1000026,,5027222,2000009,2038123,org.intermine.model.bio.MRNA
,,mRNA.58419,1083,2038133,,,,2035638,2038132,1000026,,5027224,2000009,2038130,org.intermine.model.bio.MRNA
,,mRNA.58509,741,2038146,,,,2035638,2038145,1000026,,5027226,2000009,2038143,org.intermine.model.bio.MRNA
,,mRNA.58517,2520,2038157,,,,2035638,2038156,1000026,,5027228,2000009,2038154,org.intermine.model.bio.MRNA
,,mRNA.58528,354,2038164,,,,2035638,2038163,1000026,,5027230,2000009,2038161,org.intermine.model.bio.MRNA
,,mRNA.58626,846,2038171,,,,2035638,2038170,1000026,,5027232,2000009,2038168,org.intermine.model.bio.MRNA
,,mRNA.58671,696,2038178,,,,2035638,2038177,1000026,,5027234,2000009,2038175,org.intermine.model.bio.MRNA
,,mRNA.58693,4326,2038189,,,,2035638,2038188,1000026,,5027236,2000009,2038186,org.intermine.model.bio.MRNA
,,mRNA.58717,711,2038196,,,,2035638,2038195,1000026,,5027238,2000009,2038193,org.intermine.model.bio.MRNA
,,mRNA.58737,1467,2038211,,,,2035638,2038210,1000026,,5027240,2000009,2038208,org.intermine.model.bio.MRNA
,,mRNA.59030,966,2038222,,,,2035638,2038221,1000026,,5027242,2000009,2038219,org.intermine.model.bio.MRNA
,,mRNA.58787,3255,2038229,,,,2035638,2038228,1000026,,5027244,2000009,2038226,org.intermine.model.bio.MRNA
,,mRNA.58822,3999,2038238,,,,2035638,2038237,1000026,,5027246,2000009,2038235,org.intermine.model.bio.MRNA
,,mRNA.58831,783,2038249,,,,2035638,2038248,1000026,,5027248,2000009,2038246,org.intermine.model.bio.MRNA
,,mRNA.58855,2688,2038258,,,,2035638,2038257,1000026,,5027250,2000009,2038255,org.intermine.model.bio.MRNA
,,mRNA.59098,417,2038265,,,,2035638,2038264,1000026,,5027252,2000009,2038262,org.intermine.model.bio.MRNA
,,mRNA.59361,375,2038276,,,,2035638,2038275,1000026,,5027254,2000009,2038273,org.intermine.model.bio.MRNA
,,mRNA.59364,2682,2038283,,,,2035638,2038282,1000026,,5027256,2000009,2038280,org.intermine.model.bio.MRNA
,,mRNA.59373,1554,2038302,,,,2035638,2038301,1000026,,5027258,2000009,2038299,org.intermine.model.bio.MRNA
,,mRNA.59381,1221,2038311,,,,2035638,2038310,1000026,,5027260,2000009,2038308,org.intermine.model.bio.MRNA
,,mRNA.59167,2055,2038332,,,,2035638,2038331,1000026,,5027262,2000009,2038329,org.intermine.model.bio.MRNA
,,mRNA.59171,438,2038339,,,,2035638,2038338,1000026,,5027264,2000009,2038336,org.intermine.model.bio.MRNA
,,mRNA.58938,498,2038346,,,,2035638,2038345,1000026,,5027266,2000009,2038343,org.intermine.model.bio.MRNA
,,mRNA.59198,774,2038361,,,,2035638,2038360,1000026,,5027268,2000009,2038358,org.intermine.model.bio.MRNA
,,mRNA.59203,318,2038368,,,,2035638,2038367,1000026,,5027270,2000009,2038365,org.intermine.model.bio.MRNA
,,mRNA.59214,2115,2038375,,,,2035638,2038374,1000026,,5027272,2000009,2038372,org.intermine.model.bio.MRNA
,,mRNA.59487,330,2038382,,,,2035638,2038381,1000026,,5027274,2000009,2038379,org.intermine.model.bio.MRNA
,,mRNA.59261,2421,2038389,,,,2035638,2038388,1000026,,5027276,2000009,2038386,org.intermine.model.bio.MRNA
,,mRNA.59494,678,2038396,,,,2035638,2038395,1000026,,5027278,2000009,2038393,org.intermine.model.bio.MRNA
,,mRNA.58030,72,2038405,,,,2035638,2038404,1000026,,5027280,2000009,2038402,org.intermine.model.bio.MRNA
,,mRNA.58110,3819,2038412,,,,2035638,2038411,1000026,,5027282,2000009,2038409,org.intermine.model.bio.MRNA
,,mRNA.58126,1794,2038423,,,,2035638,2038422,1000026,,5027284,2000009,2038420,org.intermine.model.bio.MRNA
,,mRNA.58146,414,2038430,,,,2035638,2038429,1000026,,5027286,2000009,2038427,org.intermine.model.bio.MRNA
,,mRNA.58202,1989,2038437,,,,2035638,2038436,1000026,,5027288,2000009,2038434,org.intermine.model.bio.MRNA
,,mRNA.58276,1836,2038446,,,,2035638,2038445,1000026,,5027290,2000009,2038443,org.intermine.model.bio.MRNA
,,mRNA.59609,459,2038453,,,,2035638,2038452,1000026,,5027292,2000009,2038450,org.intermine.model.bio.MRNA
,,mRNA.58407,1068,2038460,,,,2035638,2038459,1000026,,5027294,2000009,2038457,org.intermine.model.bio.MRNA
,,mRNA.58425,7821,2038473,,,,2035638,2038472,1000026,,5027296,2000009,2038470,org.intermine.model.bio.MRNA
,,mRNA.58428,789,2038480,,,,2035638,2038479,1000026,,5027298,2000009,2038477,org.intermine.model.bio.MRNA
,,mRNA.58441,897,2038487,,,,2035638,2038486,1000026,,5027300,2000009,2038484,org.intermine.model.bio.MRNA
,,mRNA.58451,1017,2038502,,,,2035638,2038501,1000026,,5027302,2000009,2038499,org.intermine.model.bio.MRNA
,,mRNA.58470,2169,2038517,,,,2035638,2038516,1000026,,5027304,2000009,2038514,org.intermine.model.bio.MRNA
,,mRNA.58503,7608,2038526,,,,2035638,2038525,1000026,,5027306,2000009,2038523,org.intermine.model.bio.MRNA
,,mRNA.58525,1044,2038533,,,,2035638,2038532,1000026,,5027308,2000009,2038530,org.intermine.model.bio.MRNA
,,mRNA.58579,540,2038540,,,,2035638,2038539,1000026,,5027310,2000009,2038537,org.intermine.model.bio.MRNA
,,mRNA.58644,8292,2038553,,,,2035638,2038552,1000026,,5027312,2000009,2038550,org.intermine.model.bio.MRNA
,,mRNA.58731,1317,2038566,,,,2035638,2038565,1000026,,5027314,2000009,2038563,org.intermine.model.bio.MRNA
,,mRNA.58751,2301,2038573,,,,2035638,2038572,1000026,,5027316,2000009,2038570,org.intermine.model.bio.MRNA
,,mRNA.59033,4038,2038588,,,,2035638,2038587,1000026,,5027318,2000009,2038585,org.intermine.model.bio.MRNA
,,mRNA.59042,1464,2038599,,,,2035638,2038598,1000026,,5027320,2000009,2038596,org.intermine.model.bio.MRNA
,,mRNA.59271,1599,2038608,,,,2035638,2038607,1000026,,5027322,2000009,2038605,org.intermine.model.bio.MRNA
,,mRNA.58818,4833,2038631,,,,2035638,2038630,1000026,,5027324,2000009,2038628,org.intermine.model.bio.MRNA
,,mRNA.59354,83,2038638,,,,2035638,2038637,1000026,,5027326,2000009,2038635,org.intermine.model.bio.MRNA
,,mRNA.58839,1434,2038645,,,,2035638,2038644,1000026,,5027328,2000009,2038642,org.intermine.model.bio.MRNA
,,mRNA.58843,1899,2038654,,,,2035638,2038653,1000026,,5027330,2000009,2038651,org.intermine.model.bio.MRNA
,,mRNA.58862,2151,2038661,,,,2035638,2038660,1000026,,5027332,2000009,2038658,org.intermine.model.bio.MRNA
,,mRNA.59128,1611,2038668,,,,2035638,2038667,1000026,,5027334,2000009,2038665,org.intermine.model.bio.MRNA
,,mRNA.59410,1614,2038677,,,,2035638,2038676,1000026,,5027336,2000009,2038674,org.intermine.model.bio.MRNA
,,mRNA.58927,585,2038684,,,,2035638,2038683,1000026,,5027338,2000009,2038681,org.intermine.model.bio.MRNA
,,mRNA.58950,402,2038695,,,,2035638,2038694,1000026,,5027340,2000009,2038692,org.intermine.model.bio.MRNA
,,mRNA.59481,855,2038704,,,,2035638,2038703,1000026,,5027342,2000009,2038701,org.intermine.model.bio.MRNA
,,mRNA.58958,2268,2038715,,,,2035638,2038714,1000026,,5027344,2000009,2038712,org.intermine.model.bio.MRNA
,,mRNA.58974,570,2038722,,,,2035638,2038721,1000026,,5027346,2000009,2038719,org.intermine.model.bio.MRNA
