secondaryidentifier,symbol,primaryidentifier,length,id,name,scoretype,score,chromosomeid,geneid,chromosomelocationid,organismid,sequenceid,sequenceontologytermid,class
,,exon.31098,84,2007556,,,,2005087,1022513,2007555,1000026,5017360,2000012,org.intermine.model.bio.Exon
,,exon.31094,57,2007558,,,,2005087,1022513,2007557,1000026,5017361,2000012,org.intermine.model.bio.Exon
,,exon.31185,4516,2007564,,,,2005087,1022030,2007563,1000026,5017362,2000012,org.intermine.model.bio.Exon
,,exon.31186,158,2007566,,,,2005087,1022030,2007565,1000026,5017363,2000012,org.intermine.model.bio.Exon
,,exon.31184,258,2007568,,,,2005087,1022030,2007567,1000026,5017364,2000012,org.intermine.model.bio.Exon
,,exon.31183,438,2007570,,,,2005087,1022030,2007569,1000026,5017365,2000012,org.intermine.model.bio.Exon
,,exon.31255,1905,2007576,,,,2005087,1017841,2007575,1000026,5017366,2000012,org.intermine.model.bio.Exon
,,exon.31311,1389,2007582,,,,2005087,1006569,2007581,1000026,5017367,2000012,org.intermine.model.bio.Exon
,,exon.31337,2276,2007588,,,,2005087,1029343,2007587,1000026,5017368,2000012,org.intermine.model.bio.Exon
,,exon.31338,2830,2007590,,,,2005087,1029343,2007589,1000026,5017369,2000012,org.intermine.model.bio.Exon
,,exon.32038,148,2007596,,,,2005087,1021062,2007595,1000026,5017370,2000012,org.intermine.model.bio.Exon
,,exon.32039,2756,2007598,,,,2005087,1021062,2007597,1000026,5017371,2000012,org.intermine.model.bio.Exon
,,exon.31420,765,2007604,,,,2005087,1007824,2007603,1000026,5017372,2000012,org.intermine.model.bio.Exon
,,exon.31419,414,2007606,,,,2005087,1007824,2007605,1000026,5017373,2000012,org.intermine.model.bio.Exon
,,exon.31434,300,2007612,,,,2005087,1014660,2007611,1000026,5017374,2000012,org.intermine.model.bio.Exon
,,exon.31438,3183,2007618,,,,2005087,1018626,2007617,1000026,5017375,2000012,org.intermine.model.bio.Exon
,,exon.31471,1374,2007624,,,,2005087,1025801,2007623,1000026,5017376,2000012,org.intermine.model.bio.Exon
,,exon.31472,90,2007626,,,,2005087,1025801,2007625,1000026,5017377,2000012,org.intermine.model.bio.Exon
,,exon.31494,738,2007632,,,,2005087,1011593,2007631,1000026,5017378,2000012,org.intermine.model.bio.Exon
,,exon.31524,36,2007638,,,,2005087,1022758,2007637,1000026,5017379,2000012,org.intermine.model.bio.Exon
,,exon.31522,109,2007640,,,,2005087,1022758,2007639,1000026,5017380,2000012,org.intermine.model.bio.Exon
,,exon.31521,123,2007642,,,,2005087,1022758,2007641,1000026,5017381,2000012,org.intermine.model.bio.Exon
,,exon.31520,316,2007644,,,,2005087,1022758,2007643,1000026,5017382,2000012,org.intermine.model.bio.Exon
,,exon.31523,103,2007646,,,,2005087,1022758,2007645,1000026,5017383,2000012,org.intermine.model.bio.Exon
,,exon.31559,3969,2007652,,,,2005087,1020068,2007651,1000026,5017384,2000012,org.intermine.model.bio.Exon
,,exon.31629,214,2007658,,,,2005087,1009337,2007657,1000026,5017385,2000012,org.intermine.model.bio.Exon
,,exon.31630,347,2007660,,,,2005087,1009337,2007659,1000026,5017386,2000012,org.intermine.model.bio.Exon
,,exon.31640,12681,2007666,,,,2005087,1013976,2007665,1000026,5017387,2000012,org.intermine.model.bio.Exon
,,exon.31648,1434,2007672,,,,2005087,1001570,2007671,1000026,5017388,2000012,org.intermine.model.bio.Exon
,,exon.31649,69,2007674,,,,2005087,1001570,2007673,1000026,5017389,2000012,org.intermine.model.bio.Exon
,,exon.31831,163,2007680,,,,2005087,1007653,2007679,1000026,5017390,2000012,org.intermine.model.bio.Exon
,,exon.31832,79,2007682,,,,2005087,1007653,2007681,1000026,5017391,2000012,org.intermine.model.bio.Exon
,,exon.31830,142,2007684,,,,2005087,1007653,2007683,1000026,5017392,2000012,org.intermine.model.bio.Exon
,,exon.31845,1495,2007690,,,,2005087,1030687,2007689,1000026,5017393,2000012,org.intermine.model.bio.Exon
,,exon.31846,1091,2007692,,,,2005087,1030687,2007691,1000026,5017394,2000012,org.intermine.model.bio.Exon
,,exon.31931,501,2007698,,,,2005087,1017736,2007697,1000026,5017395,2000012,org.intermine.model.bio.Exon
,,exon.31932,30,2007700,,,,2005087,1017736,2007699,1000026,5017396,2000012,org.intermine.model.bio.Exon
,,exon.31992,399,2007706,,,,2005087,1004132,2007705,1000026,5017397,2000012,org.intermine.model.bio.Exon
,,exon.32070,93,2007712,,,,2005087,1007943,2007711,1000026,5017398,2000012,org.intermine.model.bio.Exon
,,exon.32097,63,2007719,,,,2005087,2007714,2007718,1000026,5017400,2000012,org.intermine.model.bio.Exon
,,exon.32100,81,2007726,,,,2005087,2007721,2007725,1000026,5017402,2000012,org.intermine.model.bio.Exon
,,exon.32136,1713,2007732,,,,2005087,1028326,2007731,1000026,5017403,2000012,org.intermine.model.bio.Exon
,,exon.32166,1764,2007738,,,,2005087,1022383,2007737,1000026,5017404,2000012,org.intermine.model.bio.Exon
,,exon.32169,258,2007744,,,,2005087,1013633,2007743,1000026,5017405,2000012,org.intermine.model.bio.Exon
,,exon.32173,69,2007750,,,,2005087,1010020,2007749,1000026,5017406,2000012,org.intermine.model.bio.Exon
,,exon.32172,876,2007752,,,,2005087,1010020,2007751,1000026,5017407,2000012,org.intermine.model.bio.Exon
,,exon.32179,69,2007758,,,,2005087,1019527,2007757,1000026,5017408,2000012,org.intermine.model.bio.Exon
,,exon.32178,858,2007760,,,,2005087,1019527,2007759,1000026,5017409,2000012,org.intermine.model.bio.Exon
,,exon.29837,54,2007766,,,,2005087,1018759,2007765,1000026,5017410,2000012,org.intermine.model.bio.Exon
,,exon.29838,969,2007768,,,,2005087,1018759,2007767,1000026,5017411,2000012,org.intermine.model.bio.Exon
,,exon.29842,54,2007774,,,,2005087,1019134,2007773,1000026,5017412,2000012,org.intermine.model.bio.Exon
,,exon.29843,918,2007776,,,,2005087,1019134,2007775,1000026,5017413,2000012,org.intermine.model.bio.Exon
,,exon.29864,30,2007782,,,,2005087,1010280,2007781,1000026,5017414,2000012,org.intermine.model.bio.Exon
,,exon.29863,627,2007784,,,,2005087,1010280,2007783,1000026,5017415,2000012,org.intermine.model.bio.Exon
,,exon.29871,219,2007790,,,,2005087,1006455,2007789,1000026,5017416,2000012,org.intermine.model.bio.Exon
,,exon.29874,402,2007797,,,,2005087,2007792,2007796,1000026,5017418,2000012,org.intermine.model.bio.Exon
,,exon.29967,157,2007803,,,,2005087,1005159,2007802,1000026,5017419,2000012,org.intermine.model.bio.Exon
,,exon.29966,200,2007805,,,,2005087,1005159,2007804,1000026,5017420,2000012,org.intermine.model.bio.Exon
,,exon.30023,3246,2007811,,,,2005087,1010405,2007810,1000026,5017421,2000012,org.intermine.model.bio.Exon
,,exon.30529,130,2007817,,,,2005087,1006098,2007816,1000026,5017422,2000012,org.intermine.model.bio.Exon
,,exon.30524,1401,2007819,,,,2005087,1006098,2007818,1000026,5017423,2000012,org.intermine.model.bio.Exon
,,exon.30527,156,2007821,,,,2005087,1006098,2007820,1000026,5017424,2000012,org.intermine.model.bio.Exon
,,exon.30528,156,2007823,,,,2005087,1006098,2007822,1000026,5017425,2000012,org.intermine.model.bio.Exon
,,exon.30526,442,2007825,,,,2005087,1006098,2007824,1000026,5017426,2000012,org.intermine.model.bio.Exon
,,exon.30525,88,2007827,,,,2005087,1006098,2007826,1000026,5017427,2000012,org.intermine.model.bio.Exon
,,exon.30530,60,2007829,,,,2005087,1006098,2007828,1000026,5017428,2000012,org.intermine.model.bio.Exon
,,exon.30050,412,2007835,,,,2005087,1025407,2007834,1000026,5017429,2000012,org.intermine.model.bio.Exon
,,exon.30049,333,2007837,,,,2005087,1025407,2007836,1000026,5017430,2000012,org.intermine.model.bio.Exon
,,exon.30054,114,2007839,,,,2005087,1025407,2007838,1000026,5017431,2000012,org.intermine.model.bio.Exon
,,exon.30052,70,2007841,,,,2005087,1025407,2007840,1000026,5017432,2000012,org.intermine.model.bio.Exon
,,exon.30051,63,2007843,,,,2005087,1025407,2007842,1000026,5017433,2000012,org.intermine.model.bio.Exon
,,exon.30053,77,2007845,,,,2005087,1025407,2007844,1000026,5017434,2000012,org.intermine.model.bio.Exon
,,exon.30057,60,2007847,,,,2005087,1025407,2007846,1000026,5017435,2000012,org.intermine.model.bio.Exon
,,exon.30055,51,2007849,,,,2005087,1025407,2007848,1000026,5017436,2000012,org.intermine.model.bio.Exon
,,exon.30056,74,2007851,,,,2005087,1025407,2007850,1000026,5017437,2000012,org.intermine.model.bio.Exon
,,exon.30081,783,2007857,,,,2005087,1027179,2007856,1000026,5017438,2000012,org.intermine.model.bio.Exon
,,exon.30080,66,2007859,,,,2005087,1027179,2007858,1000026,5017439,2000012,org.intermine.model.bio.Exon
,,exon.30355,553,2007865,,,,2005087,1023172,2007864,1000026,5017440,2000012,org.intermine.model.bio.Exon
,,exon.30354,62,2007867,,,,2005087,1023172,2007866,1000026,5017441,2000012,org.intermine.model.bio.Exon
,,exon.30353,96,2007869,,,,2005087,1023172,2007868,1000026,5017442,2000012,org.intermine.model.bio.Exon
,,exon.30574,3347,2007875,,,,2005087,1022915,2007874,1000026,5017443,2000012,org.intermine.model.bio.Exon
,,exon.30575,82,2007877,,,,2005087,1022915,2007876,1000026,5017444,2000012,org.intermine.model.bio.Exon
,,exon.30576,5472,2007879,,,,2005087,1022915,2007878,1000026,5017445,2000012,org.intermine.model.bio.Exon
,,exon.30100,207,2007885,,,,2005087,1014408,2007884,1000026,5017446,2000012,org.intermine.model.bio.Exon
,,exon.30099,110,2007887,,,,2005087,1014408,2007886,1000026,5017447,2000012,org.intermine.model.bio.Exon
,,exon.30101,116,2007889,,,,2005087,1014408,2007888,1000026,5017448,2000012,org.intermine.model.bio.Exon
,,exon.30098,43,2007891,,,,2005087,1014408,2007890,1000026,5017449,2000012,org.intermine.model.bio.Exon
,,exon.30102,152,2007893,,,,2005087,1014408,2007892,1000026,5017450,2000012,org.intermine.model.bio.Exon
,,exon.30096,101,2007895,,,,2005087,1014408,2007894,1000026,5017451,2000012,org.intermine.model.bio.Exon
,,exon.30095,59,2007897,,,,2005087,1014408,2007896,1000026,5017452,2000012,org.intermine.model.bio.Exon
,,exon.30097,43,2007899,,,,2005087,1014408,2007898,1000026,5017453,2000012,org.intermine.model.bio.Exon
,,exon.30123,1913,2007905,,,,2005087,1015724,2007904,1000026,5017454,2000012,org.intermine.model.bio.Exon
,,exon.30121,72,2007907,,,,2005087,1015724,2007906,1000026,5017455,2000012,org.intermine.model.bio.Exon
,,exon.30122,8,2007909,,,,2005087,1015724,2007908,1000026,5017456,2000012,org.intermine.model.bio.Exon
,,exon.30124,41,2007911,,,,2005087,1015724,2007910,1000026,5017457,2000012,org.intermine.model.bio.Exon
,,exon.30133,142,2007917,,,,2005087,1023819,2007916,1000026,5017458,2000012,org.intermine.model.bio.Exon
,,exon.30129,72,2007919,,,,2005087,1023819,2007918,1000026,5017459,2000012,org.intermine.model.bio.Exon
,,exon.30132,80,2007921,,,,2005087,1023819,2007920,1000026,5017460,2000012,org.intermine.model.bio.Exon
,,exon.30128,103,2007923,,,,2005087,1023819,2007922,1000026,5017461,2000012,org.intermine.model.bio.Exon
,,exon.30130,1178,2007925,,,,2005087,1023819,2007924,1000026,5017462,2000012,org.intermine.model.bio.Exon
,,exon.30131,657,2007927,,,,2005087,1023819,2007926,1000026,5017463,2000012,org.intermine.model.bio.Exon
,,exon.30390,1338,2007933,,,,2005087,1003934,2007932,1000026,5017464,2000012,org.intermine.model.bio.Exon
,,exon.30425,791,2007939,,,,2005087,1017973,2007938,1000026,5017465,2000012,org.intermine.model.bio.Exon
,,exon.30422,135,2007941,,,,2005087,1017973,2007940,1000026,5017466,2000012,org.intermine.model.bio.Exon
,,exon.30423,96,2007943,,,,2005087,1017973,2007942,1000026,5017467,2000012,org.intermine.model.bio.Exon
,,exon.30424,145,2007945,,,,2005087,1017973,2007944,1000026,5017468,2000012,org.intermine.model.bio.Exon
,,exon.30646,179,2007951,,,,2005087,1008786,2007950,1000026,5017469,2000012,org.intermine.model.bio.Exon
,,exon.30645,1663,2007953,,,,2005087,1008786,2007952,1000026,5017470,2000012,org.intermine.model.bio.Exon
,,exon.30191,10005,2007959,,,,2005087,1014278,2007958,1000026,5017471,2000012,org.intermine.model.bio.Exon
,,exon.30221,3977,2007965,,,,2005087,1022769,2007964,1000026,5017472,2000012,org.intermine.model.bio.Exon
,,exon.30220,28,2007967,,,,2005087,1022769,2007966,1000026,5017473,2000012,org.intermine.model.bio.Exon
,,exon.30222,102,2007969,,,,2005087,1022769,2007968,1000026,5017474,2000012,org.intermine.model.bio.Exon
,,exon.30454,466,2007975,,,,2005087,1008932,2007974,1000026,5017475,2000012,org.intermine.model.bio.Exon
,,exon.30453,146,2007977,,,,2005087,1008932,2007976,1000026,5017476,2000012,org.intermine.model.bio.Exon
,,exon.30469,113,2007983,,,,2005087,1013267,2007982,1000026,5017477,2000012,org.intermine.model.bio.Exon
,,exon.30470,124,2007985,,,,2005087,1013267,2007984,1000026,5017478,2000012,org.intermine.model.bio.Exon
,,exon.30844,2448,2007991,,,,2005087,1004141,2007990,1000026,5017479,2000012,org.intermine.model.bio.Exon
,,exon.30852,1578,2007997,,,,2005087,1014122,2007996,1000026,5017480,2000012,org.intermine.model.bio.Exon
,,exon.30931,105,2008003,,,,2005087,1026696,2008002,1000026,5017481,2000012,org.intermine.model.bio.Exon
,,exon.30932,6693,2008005,,,,2005087,1026696,2008004,1000026,5017482,2000012,org.intermine.model.bio.Exon
,,exon.30940,2070,2008011,,,,2005087,1001087,2008010,1000026,5017483,2000012,org.intermine.model.bio.Exon
,,exon.30993,1827,2008017,,,,2005087,1031057,2008016,1000026,5017484,2000012,org.intermine.model.bio.Exon
,,exon.31051,134,2008023,,,,2005087,1011846,2008022,1000026,5017485,2000012,org.intermine.model.bio.Exon
,,exon.31050,387,2008025,,,,2005087,1011846,2008024,1000026,5017486,2000012,org.intermine.model.bio.Exon
,,exon.31053,86,2008027,,,,2005087,1011846,2008026,1000026,5017487,2000012,org.intermine.model.bio.Exon
,,exon.31052,1184,2008029,,,,2005087,1011846,2008028,1000026,5017488,2000012,org.intermine.model.bio.Exon
,,exon.31268,543,2008035,,,,2005087,1016636,2008034,1000026,5017489,2000012,org.intermine.model.bio.Exon
,,exon.31288,1320,2008041,,,,2005087,1009195,2008040,1000026,5017490,2000012,org.intermine.model.bio.Exon
,,exon.31444,1272,2008047,,,,2005087,1018345,2008046,1000026,5017491,2000012,org.intermine.model.bio.Exon
,,exon.31513,4014,2008053,,,,2005087,1023167,2008052,1000026,5017492,2000012,org.intermine.model.bio.Exon
,,exon.31517,480,2008059,,,,2005087,1022262,2008058,1000026,5017493,2000012,org.intermine.model.bio.Exon
,,exon.31597,104,2008065,,,,2005087,1016235,2008064,1000026,5017494,2000012,org.intermine.model.bio.Exon
,,exon.31598,415,2008067,,,,2005087,1016235,2008066,1000026,5017495,2000012,org.intermine.model.bio.Exon
,,exon.31653,5412,2008073,,,,2005087,1002652,2008072,1000026,5017496,2000012,org.intermine.model.bio.Exon
,,exon.31655,77,2008075,,,,2005087,1002652,2008074,1000026,5017497,2000012,org.intermine.model.bio.Exon
,,exon.31654,61,2008077,,,,2005087,1002652,2008076,1000026,5017498,2000012,org.intermine.model.bio.Exon
,,exon.31658,38,2008083,,,,2005087,1021784,2008082,1000026,5017499,2000012,org.intermine.model.bio.Exon
,,exon.31660,159,2008085,,,,2005087,1021784,2008084,1000026,5017500,2000012,org.intermine.model.bio.Exon
,,exon.31659,280,2008087,,,,2005087,1021784,2008086,1000026,5017501,2000012,org.intermine.model.bio.Exon
,,exon.31672,5376,2008093,,,,2005087,1019007,2008092,1000026,5017502,2000012,org.intermine.model.bio.Exon
,,exon.31684,110,2008099,,,,2005087,1004276,2008098,1000026,5017503,2000012,org.intermine.model.bio.Exon
,,exon.31685,55,2008101,,,,2005087,1004276,2008100,1000026,5017504,2000012,org.intermine.model.bio.Exon
,,exon.31687,69,2008103,,,,2005087,1004276,2008102,1000026,5017505,2000012,org.intermine.model.bio.Exon
,,exon.31689,107,2008105,,,,2005087,1004276,2008104,1000026,5017506,2000012,org.intermine.model.bio.Exon
,,exon.31686,297,2008107,,,,2005087,1004276,2008106,1000026,5017507,2000012,org.intermine.model.bio.Exon
,,exon.31688,1183,2008109,,,,2005087,1004276,2008108,1000026,5017508,2000012,org.intermine.model.bio.Exon
,,exon.31728,324,2008115,,,,2005087,1003409,2008114,1000026,5017509,2000012,org.intermine.model.bio.Exon
,,exon.31729,180,2008117,,,,2005087,1003409,2008116,1000026,5017510,2000012,org.intermine.model.bio.Exon
,,exon.31740,6828,2008123,,,,2005087,1007516,2008122,1000026,5017511,2000012,org.intermine.model.bio.Exon
,,exon.31749,1355,2008129,,,,2005087,1008058,2008128,1000026,5017512,2000012,org.intermine.model.bio.Exon
,,exon.31750,2643,2008131,,,,2005087,1008058,2008130,1000026,5017513,2000012,org.intermine.model.bio.Exon
,,exon.31748,685,2008133,,,,2005087,1008058,2008132,1000026,5017514,2000012,org.intermine.model.bio.Exon
,,exon.31747,201,2008135,,,,2005087,1008058,2008134,1000026,5017515,2000012,org.intermine.model.bio.Exon
,,exon.31751,501,2008137,,,,2005087,1008058,2008136,1000026,5017516,2000012,org.intermine.model.bio.Exon
,,exon.31759,7692,2008143,,,,2005087,1008925,2008142,1000026,5017517,2000012,org.intermine.model.bio.Exon
,,exon.31763,163,2008149,,,,2005087,1020689,2008148,1000026,5017518,2000012,org.intermine.model.bio.Exon
,,exon.31762,161,2008151,,,,2005087,1020689,2008150,1000026,5017519,2000012,org.intermine.model.bio.Exon
,,exon.31781,126,2008157,,,,2005087,1026188,2008156,1000026,5017520,2000012,org.intermine.model.bio.Exon
,,exon.31779,130,2008159,,,,2005087,1026188,2008158,1000026,5017521,2000012,org.intermine.model.bio.Exon
,,exon.31778,96,2008161,,,,2005087,1026188,2008160,1000026,5017522,2000012,org.intermine.model.bio.Exon
,,exon.31780,35,2008163,,,,2005087,1026188,2008162,1000026,5017523,2000012,org.intermine.model.bio.Exon
,,exon.31826,1401,2008169,,,,2005087,1013018,2008168,1000026,5017524,2000012,org.intermine.model.bio.Exon
,,exon.31827,12,2008171,,,,2005087,1013018,2008170,1000026,5017525,2000012,org.intermine.model.bio.Exon
,,exon.31938,471,2008177,,,,2005087,1005678,2008176,1000026,5017526,2000012,org.intermine.model.bio.Exon
,,exon.31936,245,2008179,,,,2005087,1005678,2008178,1000026,5017527,2000012,org.intermine.model.bio.Exon
,,exon.31939,111,2008181,,,,2005087,1005678,2008180,1000026,5017528,2000012,org.intermine.model.bio.Exon
,,exon.31937,71,2008183,,,,2005087,1005678,2008182,1000026,5017529,2000012,org.intermine.model.bio.Exon
,,exon.31935,740,2008185,,,,2005087,1005678,2008184,1000026,5017530,2000012,org.intermine.model.bio.Exon
,,exon.31946,6199,2008191,,,,2005087,1016384,2008190,1000026,5017531,2000012,org.intermine.model.bio.Exon
,,exon.31945,29,2008193,,,,2005087,1016384,2008192,1000026,5017532,2000012,org.intermine.model.bio.Exon
,,exon.31958,2292,2008199,,,,2005087,1019234,2008198,1000026,5017533,2000012,org.intermine.model.bio.Exon
,,exon.31957,327,2008201,,,,2005087,1019234,2008200,1000026,5017534,2000012,org.intermine.model.bio.Exon
,,exon.31995,714,2008207,,,,2005087,1024053,2008206,1000026,5017535,2000012,org.intermine.model.bio.Exon
,,exon.32055,175,2008213,,,,2005087,1026443,2008212,1000026,5017536,2000012,org.intermine.model.bio.Exon
,,exon.32056,5784,2008215,,,,2005087,1026443,2008214,1000026,5017537,2000012,org.intermine.model.bio.Exon
,,exon.32054,79,2008217,,,,2005087,1026443,2008216,1000026,5017538,2000012,org.intermine.model.bio.Exon
,,exon.32057,68,2008219,,,,2005087,1026443,2008218,1000026,5017539,2000012,org.intermine.model.bio.Exon
,,exon.32058,62,2008221,,,,2005087,1026443,2008220,1000026,5017540,2000012,org.intermine.model.bio.Exon
,,exon.32063,654,2008227,,,,2005087,1031408,2008226,1000026,5017541,2000012,org.intermine.model.bio.Exon
,,exon.32140,16524,2008233,,,,2005087,1026998,2008232,1000026,5017542,2000012,org.intermine.model.bio.Exon
,,exon.32183,930,2008239,,,,2005087,1020176,2008238,1000026,5017543,2000012,org.intermine.model.bio.Exon
,,exon.29825,89,2008246,,,,2005087,2008241,2008245,1000026,5017545,2000012,org.intermine.model.bio.Exon
,,exon.29824,124,2008248,,,,2005087,2008241,2008247,1000026,5017546,2000012,org.intermine.model.bio.Exon
,,exon.29895,1011,2008255,,,,2005087,2008250,2008254,1000026,5017548,2000012,org.intermine.model.bio.Exon
,,exon.29894,72,2008257,,,,2005087,2008250,2008256,1000026,5017549,2000012,org.intermine.model.bio.Exon
,,exon.29898,570,2008263,,,,2005087,1029241,2008262,1000026,5017550,2000012,org.intermine.model.bio.Exon
,,exon.29908,69,2008269,,,,2005087,1003823,2008268,1000026,5017551,2000012,org.intermine.model.bio.Exon
,,exon.29907,627,2008271,,,,2005087,1003823,2008270,1000026,5017552,2000012,org.intermine.model.bio.Exon
,,exon.29926,1512,2008277,,,,2005087,1026455,2008276,1000026,5017553,2000012,org.intermine.model.bio.Exon
,,exon.29927,189,2008279,,,,2005087,1026455,2008278,1000026,5017554,2000012,org.intermine.model.bio.Exon
,,exon.29934,1983,2008285,,,,2005087,1003695,2008284,1000026,5017555,2000012,org.intermine.model.bio.Exon
,,exon.29944,612,2008291,,,,2005087,1012662,2008290,1000026,5017556,2000012,org.intermine.model.bio.Exon
,,exon.29943,204,2008293,,,,2005087,1012662,2008292,1000026,5017557,2000012,org.intermine.model.bio.Exon
,,exon.30005,53,2008299,,,,2005087,1011189,2008298,1000026,5017558,2000012,org.intermine.model.bio.Exon
,,exon.30004,120,2008301,,,,2005087,1011189,2008300,1000026,5017559,2000012,org.intermine.model.bio.Exon
,,exon.30003,1699,2008303,,,,2005087,1011189,2008302,1000026,5017560,2000012,org.intermine.model.bio.Exon
,,exon.30011,51,2008309,,,,2005087,1017600,2008308,1000026,5017561,2000012,org.intermine.model.bio.Exon
,,exon.30008,753,2008311,,,,2005087,1017600,2008310,1000026,5017562,2000012,org.intermine.model.bio.Exon
,,exon.30010,100,2008313,,,,2005087,1017600,2008312,1000026,5017563,2000012,org.intermine.model.bio.Exon
,,exon.30009,107,2008315,,,,2005087,1017600,2008314,1000026,5017564,2000012,org.intermine.model.bio.Exon
,,exon.30509,244,2008321,,,,2005087,1013878,2008320,1000026,5017565,2000012,org.intermine.model.bio.Exon
,,exon.30507,97,2008323,,,,2005087,1013878,2008322,1000026,5017566,2000012,org.intermine.model.bio.Exon
,,exon.30508,97,2008325,,,,2005087,1013878,2008324,1000026,5017567,2000012,org.intermine.model.bio.Exon
,,exon.30075,2145,2008331,,,,2005087,1030838,2008330,1000026,5017568,2000012,org.intermine.model.bio.Exon
,,exon.30348,540,2008337,,,,2005087,1004754,2008336,1000026,5017569,2000012,org.intermine.model.bio.Exon
,,exon.30349,444,2008339,,,,2005087,1004754,2008338,1000026,5017570,2000012,org.intermine.model.bio.Exon
,,exon.30350,18,2008341,,,,2005087,1004754,2008340,1000026,5017571,2000012,org.intermine.model.bio.Exon
,,exon.30537,1479,2008347,,,,2005087,1031291,2008346,1000026,5017572,2000012,org.intermine.model.bio.Exon
,,exon.30359,22,2008353,,,,2005087,1013995,2008352,1000026,5017573,2000012,org.intermine.model.bio.Exon
,,exon.30358,80,2008355,,,,2005087,1013995,2008354,1000026,5017574,2000012,org.intermine.model.bio.Exon
,,exon.30378,837,2008361,,,,2005087,1028084,2008360,1000026,5017575,2000012,org.intermine.model.bio.Exon
,,exon.30598,1368,2008367,,,,2005087,1027296,2008366,1000026,5017576,2000012,org.intermine.model.bio.Exon
,,exon.30623,155,2008373,,,,2005087,1023680,2008372,1000026,5017577,2000012,org.intermine.model.bio.Exon
,,exon.30621,110,2008375,,,,2005087,1023680,2008374,1000026,5017578,2000012,org.intermine.model.bio.Exon
,,exon.30622,58,2008377,,,,2005087,1023680,2008376,1000026,5017579,2000012,org.intermine.model.bio.Exon
,,exon.30620,3529,2008379,,,,2005087,1023680,2008378,1000026,5017580,2000012,org.intermine.model.bio.Exon
,,exon.30137,351,2008385,,,,2005087,1028848,2008384,1000026,5017581,2000012,org.intermine.model.bio.Exon
,,exon.30141,4960,2008391,,,,2005087,1010030,2008390,1000026,5017582,2000012,org.intermine.model.bio.Exon
,,exon.30140,1007,2008393,,,,2005087,1010030,2008392,1000026,5017583,2000012,org.intermine.model.bio.Exon
,,exon.30658,3051,2008399,,,,2005087,1012215,2008398,1000026,5017584,2000012,org.intermine.model.bio.Exon
,,exon.30206,1932,2008405,,,,2005087,1012096,2008404,1000026,5017585,2000012,org.intermine.model.bio.Exon
,,exon.30213,5439,2008411,,,,2005087,1020443,2008410,1000026,5017586,2000012,org.intermine.model.bio.Exon
,,exon.30718,339,2008417,,,,2005087,1030692,2008416,1000026,5017587,2000012,org.intermine.model.bio.Exon
,,exon.30717,50,2008419,,,,2005087,1030692,2008418,1000026,5017588,2000012,org.intermine.model.bio.Exon
,,exon.30716,146,2008421,,,,2005087,1030692,2008420,1000026,5017589,2000012,org.intermine.model.bio.Exon
,,exon.30715,26,2008423,,,,2005087,1030692,2008422,1000026,5017590,2000012,org.intermine.model.bio.Exon
,,exon.30712,54,2008425,,,,2005087,1030692,2008424,1000026,5017591,2000012,org.intermine.model.bio.Exon
,,exon.30714,34,2008427,,,,2005087,1030692,2008426,1000026,5017592,2000012,org.intermine.model.bio.Exon
,,exon.30713,98,2008429,,,,2005087,1030692,2008428,1000026,5017593,2000012,org.intermine.model.bio.Exon
,,exon.30231,42,2008435,,,,2005087,1018634,2008434,1000026,5017594,2000012,org.intermine.model.bio.Exon
,,exon.30232,1221,2008437,,,,2005087,1018634,2008436,1000026,5017595,2000012,org.intermine.model.bio.Exon
,,exon.30722,1116,2008443,,,,2005087,1012885,2008442,1000026,5017596,2000012,org.intermine.model.bio.Exon
,,exon.30731,93,2008449,,,,2005087,1021908,2008448,1000026,5017597,2000012,org.intermine.model.bio.Exon
,,exon.30732,429,2008451,,,,2005087,1021908,2008450,1000026,5017598,2000012,org.intermine.model.bio.Exon
,,exon.30766,34,2008457,,,,2005087,1027854,2008456,1000026,5017599,2000012,org.intermine.model.bio.Exon
,,exon.30767,82,2008459,,,,2005087,1027854,2008458,1000026,5017600,2000012,org.intermine.model.bio.Exon
,,exon.30765,637,2008461,,,,2005087,1027854,2008460,1000026,5017601,2000012,org.intermine.model.bio.Exon
,,exon.30803,342,2008467,,,,2005087,1022392,2008466,1000026,5017602,2000012,org.intermine.model.bio.Exon
,,exon.30825,117,2008473,,,,2005087,1007664,2008472,1000026,5017603,2000012,org.intermine.model.bio.Exon
,,exon.30824,3635,2008475,,,,2005087,1007664,2008474,1000026,5017604,2000012,org.intermine.model.bio.Exon
,,exon.30823,1336,2008477,,,,2005087,1007664,2008476,1000026,5017605,2000012,org.intermine.model.bio.Exon
,,exon.30834,1548,2008483,,,,2005087,1010900,2008482,1000026,5017606,2000012,org.intermine.model.bio.Exon
,,exon.30860,196,2008489,,,,2005087,1001829,2008488,1000026,5017607,2000012,org.intermine.model.bio.Exon
,,exon.30861,1262,2008491,,,,2005087,1001829,2008490,1000026,5017608,2000012,org.intermine.model.bio.Exon
,,exon.30911,765,2008497,,,,2005087,1024058,2008496,1000026,5017609,2000012,org.intermine.model.bio.Exon
,,exon.30928,7404,2008503,,,,2005087,1012558,2008502,1000026,5017610,2000012,org.intermine.model.bio.Exon
,,exon.30979,606,2008509,,,,2005087,1025663,2008508,1000026,5017611,2000012,org.intermine.model.bio.Exon
