secondaryidentifier,uniprotaccession,uniprotname,length,ecnumber,primaryaccession,molecularweight,md5checksum,symbol,primaryidentifier,id,name,isfragment,isuniprotcanonical,organismid,canonicalproteinid,sequenceid,class
Q8II65,Q8II65,Q8II65_PLAF7,282,,Q8II65,33660,6219c2445eeb12f492a2b1afd8f810d8,,Q8II65_PLAF7,1024351,Putative uncharacterized protein,f,t,1000026,,1024348,org.intermine.model.bio.Protein
Q8IIU7,Q8IIU7,Q8IIU7_PLAF7,758,,Q8IIU7,88549,26de008ae5ab272a3573229d158d96dd,,Q8IIU7_PLAF7,1024356,Putative uncharacterized protein,f,t,1000026,,1024353,org.intermine.model.bio.Protein
Q8IJG1,Q8IJG1,Q8IJG1_PLAF7,502,,Q8IJG1,59364,e791beca195ef2434e76f7a67c7dd95a,,Q8IJG1_PLAF7,1024361,Putative uncharacterized protein,f,t,1000026,,1024358,org.intermine.model.bio.Protein
Q8IK34,Q8IK34,Q8IK34_PLAF7,371,,Q8IK34,41421,ddfb9d7c9083eccd3d2fdbc5b93cf93b,,Q8IK34_PLAF7,1024366,Rifin,f,t,1000026,,1024363,org.intermine.model.bio.Protein
Q8IL63,Q8IL63,Q8IL63_PLAF7,733,,Q8IL63,87166,02793cfb6f453e6ee55c3e7c8d76abe6,,Q8IL63_PLAF7,1024380,Putative uncharacterized protein,f,t,1000026,,1024369,org.intermine.model.bio.Protein
Q8ILP1,Q8ILP1,Q8ILP1_PLAF7,408,,Q8ILP1,46705,601fff6901c8ae8b6ffbd187db35bf42,,Q8ILP1_PLAF7,1024391,"Mannose-1-phosphate guanyltransferase, putative",f,t,1000026,,1024382,org.intermine.model.bio.Protein
Q8IM66,Q8IM66,Q8IM66_PLAF7,666,,Q8IM66,78381,9ba99126d9eb3edc89ef809a0d3fbef3,,Q8IM66_PLAF7,1024397,"Proteosome subunit, putative",f,t,1000026,,1024394,org.intermine.model.bio.Protein
Q6LFC6,Q6LFC6,Q6LFC6_PLAF7,255,,Q6LFC6,30850,046af8b91ce75bc1dbde7172d0acbca8,,Q6LFC6_PLAF7,1024402,Putative uncharacterized protein,f,t,1000026,,1024399,org.intermine.model.bio.Protein
Q8I2F4,Q8I2F4,Q8I2F4_PLAF7,297,,Q8I2F4,34909,2834d0c9451c896dd7f43f75a5bbc80e,,Q8I2F4_PLAF7,1024406,Putative uncharacterized protein PFI1770w,f,t,1000026,,1024404,org.intermine.model.bio.Protein
Q8I388,Q8I388,Q8I388_PLAF7,195,,Q8I388,21851,aa726b27ec2dad9bd2df56bc9762a165,,Q8I388_PLAF7,1024410,"Developmentalprotein, putative",f,t,1000026,,1024408,org.intermine.model.bio.Protein
Q8I447,Q8I447,Q8I447_PLAF7,1350,,Q8I447,156440,dca36daad99349e02c34af2a79c97c60,,Q8I447_PLAF7,1024415,"DNA repair protein, putative",f,t,1000026,,1024413,org.intermine.model.bio.Protein
Q8I4X5,Q8I4X5,Q8I4X5_PLAF7,1605,,Q8I4X5,188160,30fd1dc6684d2e5e5fc199a1ec9d49b5,,Q8I4X5_PLAF7,1024432,Putative uncharacterized protein,f,t,1000026,,1024419,org.intermine.model.bio.Protein
Q8I5Y4,Q8I5Y4,Q8I5Y4_PLAF7,449,,Q8I5Y4,52524,4a44c740f8ae3f613ba2faf02ea93f24,,Q8I5Y4_PLAF7,1024437,Putative uncharacterized protein,f,t,1000026,,1024434,org.intermine.model.bio.Protein
Q8IAU4,Q8IAU4,Q8IAU4_PLAF7,345,,Q8IAU4,41335,bf11548e31e3cf60e8e16aae6e619231,,Q8IAU4_PLAF7,1024441,Putative uncharacterized protein MAL8P1.106,f,t,1000026,,1024439,org.intermine.model.bio.Protein
Q8IBF2,Q8IBF2,Q8IBF2_PLAF7,2110,,Q8IBF2,244195,7ccbe3cd7fbd06b589aeda07d9e19de3,,Q8IBF2_PLAF7,1024445,Putative uncharacterized protein MAL7P1.171,f,t,1000026,,1024443,org.intermine.model.bio.Protein
Q8IBV3,Q8IBV3,Q8IBV3_PLAF7,249,,Q8IBV3,30104,edf7af542c68792d307661d1edd0f3c9,,Q8IBV3_PLAF7,1024449,"Calmodulin, putative",f,t,1000026,,1024447,org.intermine.model.bio.Protein
Q8IDF5,Q8IDF5,Q8IDF5_PLAF7,252,,Q8IDF5,31023,23657e354c070466923177f42233443d,,Q8IDF5_PLAF7,1024453,Putative uncharacterized protein MAL13P1.272,f,t,1000026,,1024451,org.intermine.model.bio.Protein
Q8IE58,Q8IE58,Q8IE58_PLAF7,265,,Q8IE58,32150,eb2f8d2c1d3879e3a7dcaa9a02f848a3,,Q8IE58_PLAF7,1024457,Putative uncharacterized protein MAL13P1.143,f,t,1000026,,1024455,org.intermine.model.bio.Protein
Q8IFK7,Q8IFK7,Q8IFK7_PLAF7,2149,,Q8IFK7,246124,5ee7c5ec1b3784e56fedafdaa2f80f2b,,Q8IFK7_PLAF7,1024461,Erythrocyte membrane protein 1 (PfEMP1),f,t,1000026,,1024459,org.intermine.model.bio.Protein
Q8IHU5,Q8IHU5,Q8IHU5_PLAF7,692,,Q8IHU5,82504,f5ccf1f7c856d41169bf6b39c1d2324f,,Q8IHU5_PLAF7,1024467,Putative uncharacterized protein,f,t,1000026,,1024464,org.intermine.model.bio.Protein
Q8IIJ5,Q8IIJ5,Q8IIJ5_PLAF7,1739,,Q8IIJ5,211553,9a18231c2bf47d01a4c4f9afd0ac93ed,,Q8IIJ5_PLAF7,1024472,Putative uncharacterized protein,f,t,1000026,,1024469,org.intermine.model.bio.Protein
Q8IJD3,Q8IJD3,Q8IJD3_PLAF7,1811,,Q8IJD3,216655,1ec6a44926cdc99f38379e1746e0f25d,,Q8IJD3_PLAF7,1024477,Putative uncharacterized protein,f,t,1000026,,1024474,org.intermine.model.bio.Protein
Q8IK46,Q8IK46,Q8IK46_PLAF7,210,,Q8IK46,24940,11d53238ba3dccdc38a470d92782ece9,,Q8IK46_PLAF7,1024482,Putative uncharacterized protein,f,t,1000026,,1024479,org.intermine.model.bio.Protein
Q8IKM6,Q8IKM6,Q8IKM6_PLAF7,148,,Q8IKM6,17117,4acd24ed0d6f2d93b605b71c01ae2bdf,,Q8IKM6_PLAF7,1024487,Putative uncharacterized protein,f,t,1000026,,1024484,org.intermine.model.bio.Protein
Q8IL61,Q8IL61,Q8IL61_PLAF7,234,,Q8IL61,28252,09f8a7223ae947c0dddc9f188e937066,,Q8IL61_PLAF7,1024492,Putative uncharacterized protein,f,t,1000026,,1024489,org.intermine.model.bio.Protein
Q8ILZ8,Q8ILZ8,Q8ILZ8_PLAF7,825,,Q8ILZ8,99282,2bb329f76b5171870a2914f054591a9d,,Q8ILZ8_PLAF7,1024497,Putative uncharacterized protein,f,t,1000026,,1024494,org.intermine.model.bio.Protein
Q9NFB5,Q9NFB5,Q9NFB5_PLAF7,331,,Q9NFB5,37415,57913bdf5ee0579436ec2659145ef180,,Q9NFB5_PLAF7,1024501,RIFIN,f,t,1000026,,1024499,org.intermine.model.bio.Protein
O96259,O96259,O96259_PLAF7,519,,O96259,60598,47d3ce31b2d50fe779fb6e470fc6d972,,O96259_PLAF7,1024507,Putative uncharacterized protein PFB0835c,f,t,1000026,,1024505,org.intermine.model.bio.Protein
Q6LFD7,Q6LFD7,Q6LFD7_PLAF7,60,,Q6LFD7,7175,3755f617316066e7e6d7c14cbe6855bb,,Q6LFD7_PLAF7,1024512,Putative uncharacterized protein,f,t,1000026,,1024509,org.intermine.model.bio.Protein
Q7KWJ1,Q7KWJ1,Q7KWJ1_PLAF7,137,,Q7KWJ1,15809,4a035ce1771b8291e807756ea66804cd,,Q7KWJ1_PLAF7,1024517,"Acyl carrier protein, putative",f,t,1000026,,1024515,org.intermine.model.bio.Protein
Q8I1R3,Q8I1R3,Q8I1R3_PLAF7,4605,,Q8I1R3,558747,f869bed687fe53d6a9b5ab09b45ef821,,Q8I1R3_PLAF7,1024521,Putative uncharacterized protein PFD0845w,f,t,1000026,,1024519,org.intermine.model.bio.Protein
Q8I2I4,Q8I2I4,Q8I2I4_PLAF7,1135,,Q8I2I4,136987,6db7101eec1d84cab486a2edff459ae0,,Q8I2I4_PLAF7,1024525,Putative uncharacterized protein PFI1615w,f,t,1000026,,1024523,org.intermine.model.bio.Protein
Q8I3D0,Q8I3D0,Q8I3D0_PLAF7,177,,Q8I3D0,20525,11534c21d471a38c7d6690847a798b95,,Q8I3D0_PLAF7,1024529,Putative uncharacterized protein PFI0085c,f,t,1000026,,1024527,org.intermine.model.bio.Protein
Q8I445,Q8I445,Q8I445_PLAF7,924,,Q8I445,112700,0e9083ba2ce9760f72f4f070b14dca59,,Q8I445_PLAF7,1024533,Putative uncharacterized protein PFE0280c,f,t,1000026,,1024531,org.intermine.model.bio.Protein
Q8I4R0,Q8I4R0,Q8I4R0_PLAF7,453,,Q8I4R0,52892,e89bd17166ba5b52158987fbdcb9c901,,Q8I4R0_PLAF7,1024538,Putative uncharacterized protein,f,t,1000026,,1024535,org.intermine.model.bio.Protein
Q8I594,Q8I594,Q8I594_PLAF7,590,,Q8I594,71020,fc90676eb63b1a706a71315611064357,,Q8I594_PLAF7,1024543,Putative uncharacterized protein,f,t,1000026,,1024540,org.intermine.model.bio.Protein
Q8I5Q9,Q8I5Q9,Q8I5Q9_PLAF7,154,,Q8I5Q9,18500,6332817adb95acf6ebe62e9aa48e5ece,,Q8I5Q9_PLAF7,1024548,Putative uncharacterized protein,f,t,1000026,,1024545,org.intermine.model.bio.Protein
Q8IB13,Q8IB13,Q8IB13_PLAF7,54,,Q8IB13,6159,9ed254e84c438cff8b7155ef8f766451,,Q8IB13_PLAF7,1024552,Putative uncharacterized protein PF08_0057,f,t,1000026,,1024550,org.intermine.model.bio.Protein
Q8IBQ5,Q8IBQ5,Q8IBQ5_PLAF7,137,,Q8IBQ5,16478,67777f7d173d8c3745c177e3a0340df5,,Q8IBQ5_PLAF7,1024556,"40S ribosomal protein S10, putative",f,t,1000026,,1024554,org.intermine.model.bio.Protein
Q8IDB2,Q8IDB2,Q8IDB2_PLAF7,3270,,Q8IDB2,393334,d08dd02a941a223020aa86b689643bfa,,Q8IDB2_PLAF7,1024560,Putative uncharacterized protein MAL13P1.293,f,t,1000026,,1024558,org.intermine.model.bio.Protein
Q8IE12,Q8IE12,Q8IE12_PLAF7,620,,Q8IE12,73705,84aea0fc95df37fb1bb678c3472b841e,,Q8IE12_PLAF7,1024564,Putative uncharacterized protein PF13_0169,f,t,1000026,,1024562,org.intermine.model.bio.Protein
Q8IEM6,Q8IEM6,Q8IEM6_PLAF7,503,,Q8IEM6,59359,805b3565bee4f136a4f3d55a1a337adf,,Q8IEM6_PLAF7,1024568,Putative uncharacterized protein MAL13P1.42,f,t,1000026,,1024566,org.intermine.model.bio.Protein
Q8IIB9,Q8IIB9,Q8IIB9_PLAF7,152,,Q8IIB9,17868,eb02b6603961bf9529a31a17a376662b,,Q8IIB9_PLAF7,1024577,Putative uncharacterized protein,f,t,1000026,,1024570,org.intermine.model.bio.Protein
Q8IIZ4,Q8IIZ4,Q8IIZ4_PLAF7,2994,,Q8IIZ4,345690,c0dfa6b088def17c9f8ea4aa26ed7f65,,Q8IIZ4_PLAF7,1024590,Erythrocyte membrane protein 1 (PfEMP1),f,t,1000026,,1024579,org.intermine.model.bio.Protein
Q8IJK6,Q8IJK6,Q8IJK6_PLAF7,1272,,Q8IJK6,154010,58d1934358678260036b1d6fab2c15b0,,Q8IJK6_PLAF7,1024595,Putative uncharacterized protein,f,t,1000026,,1024592,org.intermine.model.bio.Protein
Q8IK69,Q8IK69,Q8IK69_PLAF7,353,,Q8IK69,41350,c7a41e3d3a0d0e610d14695e7ce56957,,Q8IK69_PLAF7,1024600,"Lysophospholipase, putative",f,t,1000026,,1024597,org.intermine.model.bio.Protein
Q8IKS1,Q8IKS1,Q8IKS1_PLAF7,1077,,Q8IKS1,126119,87eca1a420a06ee2583ab7ffb6688149,,Q8IKS1_PLAF7,1024605,Putative uncharacterized protein,f,t,1000026,,1024602,org.intermine.model.bio.Protein
Q8ILL5,Q8ILL5,Q8ILL5_PLAF7,1558,,Q8ILL5,183575,61842a064f456451e6d676f9c4a6f799,,Q8ILL5_PLAF7,1024614,Putative uncharacterized protein,f,t,1000026,,1024607,org.intermine.model.bio.Protein
Q8IC52,Q8IC52,Q8IC52_PLAF7,230,,Q8IC52,27121,d23ae1838426c2d02eeb0aae825fdf8f,,Q8IC52_PLAF7,1024619,Putative uncharacterized protein MAL7P1.4 (Putative uncharacterized protein),f,t,1000026,,1024616,org.intermine.model.bio.Protein
O77336,O77336,O77336_PLAF7,4550,,O77336,534114,e1403b9cb852fd94150d2eaa80800702,,O77336_PLAF7,1024624,Putative uncharacterized protein MAL3P3.18,f,t,1000026,,1024622,org.intermine.model.bio.Protein
O96244,O96244,O96244_PLAF7,1643,,O96244,197777,bb129611cc74b20163b3d3560a552791,,O96244_PLAF7,1024629,Putative uncharacterized protein PFB0755w,f,t,1000026,,1024627,org.intermine.model.bio.Protein
O97252,O97252,O97252_PLAF7,370,,O97252,43321,2649635fa8aeefe3929884c122400710,,O97252_PLAF7,1024634,ATP-dependent Clp protease proteolytic subunit (Endopeptidase Clp),f,t,1000026,,1024632,org.intermine.model.bio.Protein
Q6LFJ0,Q6LFJ0,Q6LFJ0_PLAF7,847,,Q6LFJ0,99594,6031798e4378f0577353bd9e9e940031,,Q6LFJ0_PLAF7,1024640,Putative uncharacterized protein,f,t,1000026,,1024637,org.intermine.model.bio.Protein
Q8I2D4,Q8I2D4,Q8I2D4_PLAF7,323,,Q8I2D4,35804,8a241ebff7135a3f70e3db46c71a8a52,,Q8I2D4_PLAF7,1024644,RIFIN,f,t,1000026,,1024642,org.intermine.model.bio.Protein
Q8I3A8,Q8I3A8,Q8I3A8_PLAF7,1373,,Q8I3A8,159693,b82d3e087ab86fd9eb74a6bc5273f444,,Q8I3A8_PLAF7,1024649,"Adapter-related protein, putative",f,t,1000026,,1024647,org.intermine.model.bio.Protein
Q8I408,Q8I408,Q8I408_PLAF7,722,,Q8I408,85249,9993c777a978bebebb7e323e3ef29b3e,,Q8I408_PLAF7,1024654,"Asparagine--t RNA ligase, putative",f,t,1000026,,1024652,org.intermine.model.bio.Protein
Q8I5F2,Q8I5F2,Q8I5F2_PLAF7,1505,,Q8I5F2,179852,2497bb19ee719e5c3fc68c27634832f0,,Q8I5F2_PLAF7,1024659,Putative uncharacterized protein,f,t,1000026,,1024656,org.intermine.model.bio.Protein
Q8I664,Q8I664,Q8I664_PLAF7,63,,Q8I664,7589,7dedc11d564e1562fc8620e2bd33e29a,,Q8I664_PLAF7,1024663,Putative uncharacterized protein PFB0256w,f,t,1000026,,1024661,org.intermine.model.bio.Protein
Q8IAL8,Q8IAL8,Q8IAL8_PLAF7,2568,,Q8IAL8,306495,d21c8c0a7db92148ac729c0deb43a4e1,,Q8IAL8_PLAF7,1024667,Putative uncharacterized protein MAL8P1.154,f,t,1000026,,1024665,org.intermine.model.bio.Protein
Q8IBL6,Q8IBL6,Q8IBL6_PLAF7,1032,,Q8IBL6,119659,d4d230d6b1295ff1e4675db937e9d46a,,Q8IBL6_PLAF7,1024671,Putative uncharacterized protein PF07_0100,f,t,1000026,,1024669,org.intermine.model.bio.Protein
Q8ID47,Q8ID47,Q8ID47_PLAF7,175,,Q8ID47,20889,00ffb142251a30d7578ae85f18fbf53a,,Q8ID47_PLAF7,1024675,Putative uncharacterized protein MAL13P1.332,f,t,1000026,,1024673,org.intermine.model.bio.Protein
Q8IDS7,Q8IDS7,Q8IDS7_PLAF7,687,,Q8IDS7,75295,4768e0751b18568c46b3db585efe78f5,,Q8IDS7_PLAF7,1024679,"Phosphate transporter, putative",f,t,1000026,,1024677,org.intermine.model.bio.Protein
Q8IEF6,Q8IEF6,Q8IEF6_PLAF7,414,,Q8IEF6,49990,d562ac90747e6c96759644014b1406fa,,Q8IEF6_PLAF7,1024683,Myb1 protein,f,t,1000026,,1024681,org.intermine.model.bio.Protein
Q8IHZ2,Q8IHZ2,Q8IHZ2_PLAF7,689,,Q8IHZ2,81607,98049803027232931f8cf8563465eebd,,Q8IHZ2_PLAF7,1024689,Putative uncharacterized protein,f,t,1000026,,1024686,org.intermine.model.bio.Protein
Q8IIN7,Q8IIN7,Q8IIN7_PLAF7,707,,Q8IIN7,82414,82d001f0e49ed94f1eb84c530687496f,,Q8IIN7_PLAF7,1024694,Putative uncharacterized protein,f,t,1000026,,1024691,org.intermine.model.bio.Protein
Q8IJ79,Q8IJ79,Q8IJ79_PLAF7,2070,,Q8IJ79,246739,755cfc82769bce08e592b4752fd44bd8,,Q8IJ79_PLAF7,1024701,Putative uncharacterized protein,f,t,1000026,,1024696,org.intermine.model.bio.Protein
Q8IK04,Q8IK04,Q8IK04_PLAF7,152,,Q8IK04,17935,53fd1bb88c83dccada14190e8b6e7328,,Q8IK04_PLAF7,1024710,"N-acetyltransferase, putative",f,t,1000026,,1024703,org.intermine.model.bio.Protein
Q8IKS3,Q8IKS3,Q8IKS3_PLAF7,1081,,Q8IKS3,124243,1c52eaf581a7979b3b1ab29b0f7b65fa,,Q8IKS3_PLAF7,1024723,"Gamma-adaptin, putative",f,t,1000026,,1024712,org.intermine.model.bio.Protein
Q8ILK0,Q8ILK0,Q8ILK0_PLAF7,751,,Q8ILK0,88980,d8dd42d44bce1cbfa9670e74ed78770f,,Q8ILK0_PLAF7,1024728,"Dynein-associated protein, putative",f,t,1000026,,1024725,org.intermine.model.bio.Protein
O77377,O77377,O77377_PLAF7,710,,O77377,85860,116d2477378eb192bfbe285c6f9467b2,,O77377_PLAF7,1024732,Putative uncharacterized protein MAL3P6.17,f,t,1000026,,1024730,org.intermine.model.bio.Protein
O96163,O96163,O96163_PLAF7,946,,O96163,109639,69a4aa5edc3104685b1065eccf9872f5,,O96163_PLAF7,1024738,"Cysteine protease, putative",f,t,1000026,,1024736,org.intermine.model.bio.Protein
Q6LEZ8,Q6LEZ8,Q6LEZ8_PLAF7,394,,Q6LEZ8,46547,78231bd0bf4167e73de49adf063a208b,,Q6LEZ8_PLAF7,1024743,Putative uncharacterized protein,f,t,1000026,,1024740,org.intermine.model.bio.Protein
Q6LFH1,Q6LFH1,Q6LFH1_PLAF7,1047,,Q6LFH1,124608,e9cf3e2ea831e68d8b12f8124755a034,,Q6LFH1_PLAF7,1024748,Putative uncharacterized protein,f,t,1000026,,1024745,org.intermine.model.bio.Protein
Q8I258,Q8I258,Q8I258_PLAF7,307,,Q8I258,36137,e6d832e6c52db5520b1a575c762c706f,,Q8I258_PLAF7,1024753,Putative uncharacterized protein PFA0415c,f,t,1000026,,1024751,org.intermine.model.bio.Protein
Q8I2R2,Q8I2R2,Q8I2R2_PLAF7,1249,,Q8I2R2,147981,2c91e029e96ec85b515b7cf8ebf22199,,Q8I2R2_PLAF7,1024758,Putative uncharacterized protein PFI1205c,f,t,1000026,,1024756,org.intermine.model.bio.Protein
Q8I3C6,Q8I3C6,Q8I3C6_PLAF7,610,,Q8I3C6,71676,cf4d787267938b97a7ac809c33aef892,,Q8I3C6_PLAF7,1024762,Putative uncharacterized protein PFI0105c,f,t,1000026,,1024760,org.intermine.model.bio.Protein
Q8I411,Q8I411,Q8I411_PLAF7,115,,Q8I411,13505,e5f1af20807d36df242f6af2b7197826,,Q8I411_PLAF7,1024766,Putative uncharacterized protein PFE0460c,f,t,1000026,,1024764,org.intermine.model.bio.Protein
Q8I4R9,Q8I4R9,Q8I4R9_PLAF7,717,,Q8I4R9,83943,3363fe5f968052ee6f3b04a9648bc1ad,,Q8I4R9_PLAF7,1024778,"DEAD/DEAH box helicase, putative",f,t,1000026,,1024769,org.intermine.model.bio.Protein
Q8I5K6,Q8I5K6,Q8I5K6_PLAF7,182,,Q8I5K6,22317,0a4d886f177c8207b9328680c0cdeeaa,,Q8I5K6_PLAF7,1024783,Putative uncharacterized protein,f,t,1000026,,1024780,org.intermine.model.bio.Protein
Q8I619,Q8I619,Q8I619_PLAF7,2158,,Q8I619,251676,278d289b082a53ab665537d2cb640a7a,,Q8I619_PLAF7,1024788,Putative uncharacterized protein,f,t,1000026,,1024785,org.intermine.model.bio.Protein
Q8IAM2,Q8IAM2,Q8IAM2_PLAF7,220,,Q8IAM2,25164,f5b5ad68b97b9401f0c6e22743c1c0d6,,Q8IAM2_PLAF7,1024792,1-cys peroxidoxin,f,t,1000026,,1024790,org.intermine.model.bio.Protein
Q8IBA9,Q8IBA9,Q8IBA9_PLAF7,943,,Q8IBA9,109652,4814055d9d0dda292bb16bba3da6641e,,Q8IBA9_PLAF7,1024797,Putative uncharacterized protein PF08_0013,f,t,1000026,,1024795,org.intermine.model.bio.Protein
Q8IC21,Q8IC21,Q8IC21_PLAF7,352,,Q8IC21,40592,fcccfab243eabdc92c1b16c0ba71d268,,Q8IC21_PLAF7,1024801,"Peptide chain release factor, putative",f,t,1000026,,1024799,org.intermine.model.bio.Protein
Q8IDR9,Q8IDR9,Q8IDR9_PLAF7,306,,Q8IDR9,35384,34d49614377bb25889fc9800ad83889f,,Q8IDR9_PLAF7,1024805,"40S ribosomal subunit protein S6, putative",f,t,1000026,,1024803,org.intermine.model.bio.Protein
Q8IEC7,Q8IEC7,Q8IEC7_PLAF7,581,,Q8IEC7,69241,dfa7d64b3dff06d631983367486e559c,,Q8IEC7_PLAF7,1024809,Putative uncharacterized protein PF13_0103,f,t,1000026,,1024807,org.intermine.model.bio.Protein
Q8II37,Q8II37,Q8II37_PLAF7,333,,Q8II37,37805,6305d0fb2af88ad00136a4d6a36edf9c,,Q8II37_PLAF7,1024824,"50S ribosomal protein L2, putative",f,t,1000026,,1024811,org.intermine.model.bio.Protein
Q8IIU3,Q8IIU3,Q8IIU3_PLAF7,475,,Q8IIU3,53406,c800f5952ccd39d071aea5cceaee06ea,,Q8IIU3_PLAF7,1024837,"RuvB DNA helicase, putative",f,t,1000026,,1024826,org.intermine.model.bio.Protein
Q8IJR8,Q8IJR8,Q8IJR8_PLAF7,1438,,Q8IJR8,171012,468d90e9cb6f04554f3233eb8b6819ff,,Q8IJR8_PLAF7,1024842,Putative uncharacterized protein,f,t,1000026,,1024839,org.intermine.model.bio.Protein
Q8IKH5,Q8IKH5,Q8IKH5_PLAF7,889,,Q8IKH5,100775,68ef414ea46a6009d9f5da014cbe8d7f,,Q8IKH5_PLAF7,1024855,Serine/threonine protein phosphatase,f,t,1000026,,1024846,org.intermine.model.bio.Protein
Q8IL55,Q8IL55,Q8IL55_PLAF7,469,,Q8IL55,56838,e1dd525bcc7203d963108cb0c2958b33,,Q8IL55_PLAF7,1024860,Putative uncharacterized protein,f,t,1000026,,1024857,org.intermine.model.bio.Protein
Q8ILY9,Q8ILY9,Q8ILY9_PLAF7,465,,Q8ILY9,51245,02556ab0e9bc983f834558983862894e,,Q8ILY9_PLAF7,1024871,"Eukaryotic translation initiation factor 2 gamma subunit, putative",f,t,1000026,,1024862,org.intermine.model.bio.Protein
O96209,O96209,O96209_PLAF7,1224,,O96209,144032,22bb96fe203c965cdbb83f51cc9ae06c,,O96209_PLAF7,1024875,Putative uncharacterized protein PFB0580w,f,t,1000026,,1024873,org.intermine.model.bio.Protein
O97292,O97292,O97292_PLAF7,2706,,O97292,322245,ab78c37182f39b7f659661ae84e48b5c,,O97292_PLAF7,1024879,Putative uncharacterized protein MAL3P7.22,f,t,1000026,,1024877,org.intermine.model.bio.Protein
Q6LF63,Q6LF63,Q6LF63_PLAF7,3589,,Q6LF63,430318,c4c278b9eb8d58583836408d81bbb4a4,,Q6LF63_PLAF7,1024885,Putative uncharacterized protein (Putative uncharacterized protein),f,t,1000026,,1024882,org.intermine.model.bio.Protein
Q7K740,Q7K740,Q7K740_PLAF7,397,,Q7K740,42646,63f4c45f57fa471416a22a2e676d0990,,Q7K740_PLAF7,1024889,Circumsporozoite (CS) protein,f,t,1000026,,1024887,org.intermine.model.bio.Protein
Q8I1Q4,Q8I1Q4,Q8I1Q4_PLAF7,992,,Q8I1Q4,114520,2db8af4465097f2ec0d4c027513cb258,,Q8I1Q4_PLAF7,1024894,Putative uncharacterized protein PFD0885c,f,t,1000026,,1024892,org.intermine.model.bio.Protein
Q8I281,Q8I281,Q8I281_PLAF7,967,,Q8I281,114536,2059831ceca9ea0f3e5edfd96783c477,,Q8I281_PLAF7,1024898,Putative uncharacterized protein PFA0295c,f,t,1000026,,1024896,org.intermine.model.bio.Protein
Q8I2U5,Q8I2U5,Q8I2U5_PLAF7,510,,Q8I2U5,56150,df58ad2ce9bb48f9ac07596bf78219f0,,Q8I2U5_PLAF7,1024903,Inosine-5'-monophosphate dehydrogenase,f,t,1000026,,1024901,org.intermine.model.bio.Protein
Q8I3K8,Q8I3K8,Q8I3K8_PLAF7,131,,Q8I3K8,15644,bbbd392a86da435546ce1b5daf760903,,Q8I3K8_PLAF7,1024907,Putative uncharacterized protein PFE1280w,f,t,1000026,,1024905,org.intermine.model.bio.Protein
Q8I579,Q8I579,Q8I579_PLAF7,624,,Q8I579,73630,1b0ff86945b9dc62faf6c8f494360cac,,Q8I579_PLAF7,1024920,Putative uncharacterized protein,f,t,1000026,,1024909,org.intermine.model.bio.Protein
Q8I5W3,Q8I5W3,Q8I5W3_PLAF7,1753,,Q8I5W3,208674,1b78d383a7a403837b4dcc6b26c3403b,,Q8I5W3_PLAF7,1024925,Putative uncharacterized protein,f,t,1000026,,1024922,org.intermine.model.bio.Protein
Q8IB05,Q8IB05,Q8IB05_PLAF7,352,,Q8IB05,38441,fbe13145d31815f584ed1512a482f7b1,,Q8IB05_PLAF7,1024930,Meiotic recombination protein dmc1-like protein,f,t,1000026,,1024928,org.intermine.model.bio.Protein
Q8IBT2,Q8IBT2,Q8IBT2_PLAF7,327,,Q8IBT2,37284,a2c5cf6769c4fc88a075711f485c0c3e,,Q8IBT2_PLAF7,1024934,"Eukaryotic translation initiation factor 3 37.28 kDa subunit, putative",f,t,1000026,,1024932,org.intermine.model.bio.Protein
Q8ID89,Q8ID89,Q8ID89_PLAF7,228,,Q8ID89,27262,e737d34c1d9d2756ee6a6146010dd8f8,,Q8ID89_PLAF7,1024939,Cytochrome c oxidase subunit 2,f,t,1000026,,1024937,org.intermine.model.bio.Protein
Q8IDX2,Q8IDX2,Q8IDX2_PLAF7,603,,Q8IDX2,73596,f4ff909573d6bccf8a5393e94c57704c,,Q8IDX2_PLAF7,1024943,Putative uncharacterized protein PF13_0200,f,t,1000026,,1024941,org.intermine.model.bio.Protein
Q8IES0,Q8IES0,Q8IES0_PLAF7,211,,Q8IES0,25195,261df804bf588931b9c41ed307b87501,,Q8IES0_PLAF7,1024948,"Small heat shock protein, putative",f,t,1000026,,1024946,org.intermine.model.bio.Protein
Q8IHV5,Q8IHV5,Q8IHV5_PLAF7,823,,Q8IHV5,99655,cb66d16f761b8b77c02a892b29d33023,,Q8IHV5_PLAF7,1024953,Putative uncharacterized protein,f,t,1000026,,1024950,org.intermine.model.bio.Protein
Q8IIM7,Q8IIM7,Q8IIM7_PLAF7,698,,Q8IIM7,81678,62af84935bf763c61880fd303b5d656b,,Q8IIM7_PLAF7,1024962,Putative uncharacterized protein,f,t,1000026,,1024955,org.intermine.model.bio.Protein
Q8IJB6,Q8IJB6,Q8IJB6_PLAF7,85,,Q8IJB6,10382,decb9f63824e00a6454cd20942afd50b,,Q8IJB6_PLAF7,1024967,Putative uncharacterized protein,f,t,1000026,,1024964,org.intermine.model.bio.Protein
Q8IJZ5,Q8IJZ5,Q8IJZ5_PLAF7,3013,,Q8IJZ5,358077,228104f7964d86fe41d5e3a4787ea438,,Q8IJZ5_PLAF7,1024972,Putative uncharacterized protein,f,t,1000026,,1024969,org.intermine.model.bio.Protein
