identifier,id,subjectid,sourceid,class
XP_001350252.1,1025520,1025519,1000080,org.intermine.model.bio.CrossReference
XP_001349997.1,1025524,1025523,1000080,org.intermine.model.bio.CrossReference
XP_001351562.1,1025529,1025527,1000080,org.intermine.model.bio.CrossReference
XP_001348098.1,1025535,1025534,1000080,org.intermine.model.bio.CrossReference
XP_001347825.1,1025540,1025539,1000080,org.intermine.model.bio.CrossReference
XP_001347542.1,1025545,1025544,1000080,org.intermine.model.bio.CrossReference
XP_001348932.1,1025550,1025549,1000080,org.intermine.model.bio.CrossReference
XP_001348746.1,1025555,1025554,1000080,org.intermine.model.bio.CrossReference
XP_001348543.1,1025567,1025566,1000080,org.intermine.model.bio.CrossReference
XP_001348266.1,1025572,1025571,1000080,org.intermine.model.bio.CrossReference
XP_001349685.1,1025576,1025575,1000080,org.intermine.model.bio.CrossReference
XP_966298.1,1025581,1025580,1000080,org.intermine.model.bio.CrossReference
XP_966115.1,1025586,1025585,1000080,org.intermine.model.bio.CrossReference
XP_001349579.1,1025590,1025589,1000080,org.intermine.model.bio.CrossReference
XP_001351469.1,1025594,1025593,1000080,org.intermine.model.bio.CrossReference
XP_001352195.1,1025598,1025597,1000080,org.intermine.model.bio.CrossReference
XP_001351886.1,1025603,1025601,1000080,org.intermine.model.bio.CrossReference
XP_001351609.1,1025607,1025606,1000080,org.intermine.model.bio.CrossReference
XP_001350901.1,1025623,1025622,1000080,org.intermine.model.bio.CrossReference
XP_001350717.1,1025634,1025633,1000080,org.intermine.model.bio.CrossReference
XP_001350545.1,1025639,1025638,1000080,org.intermine.model.bio.CrossReference
XP_001349339.1,1025643,1025642,1000080,org.intermine.model.bio.CrossReference
XP_001349093.1,1025647,1025646,1000080,org.intermine.model.bio.CrossReference
XP_001350302.1,1025651,1025650,1000080,org.intermine.model.bio.CrossReference
XP_001350036.1,1025655,1025654,1000080,org.intermine.model.bio.CrossReference
XP_001349810.1,1025660,1025659,1000080,org.intermine.model.bio.CrossReference
XP_001347924.1,1025665,1025664,1000080,org.intermine.model.bio.CrossReference
XP_001347688.1,1025670,1025669,1000080,org.intermine.model.bio.CrossReference
XP_001347468.1,1025675,1025674,1000080,org.intermine.model.bio.CrossReference
XP_001348894.1,1025682,1025681,1000080,org.intermine.model.bio.CrossReference
XP_001348699.1,1025691,1025690,1000080,org.intermine.model.bio.CrossReference
XP_001348397.1,1025702,1025701,1000080,org.intermine.model.bio.CrossReference
XP_001351059.1,1025707,1025705,1000080,org.intermine.model.bio.CrossReference
XP_001352241.1,1025713,1025710,1000080,org.intermine.model.bio.CrossReference
XP_001349511.1,1025714,1025710,1000080,org.intermine.model.bio.CrossReference
XP_001350166.1,1025719,1025717,1000080,org.intermine.model.bio.CrossReference
XP_001351182.1,1025724,1025722,1000080,org.intermine.model.bio.CrossReference
XP_001349692.1,1025728,1025727,1000080,org.intermine.model.bio.CrossReference
XP_001351225.1,1025733,1025731,1000080,org.intermine.model.bio.CrossReference
XP_966051.1,1025742,1025741,1000080,org.intermine.model.bio.CrossReference
XP_001351507.1,1025746,1025745,1000080,org.intermine.model.bio.CrossReference
XP_001352222.1,1025750,1025749,1000080,org.intermine.model.bio.CrossReference
XP_001351901.1,1025754,1025753,1000080,org.intermine.model.bio.CrossReference
XP_001351645.1,1025759,1025758,1000080,org.intermine.model.bio.CrossReference
XP_001350924.1,1025764,1025763,1000080,org.intermine.model.bio.CrossReference
XP_001350657.1,1025769,1025768,1000080,org.intermine.model.bio.CrossReference
XP_001349469.1,1025776,1025775,1000080,org.intermine.model.bio.CrossReference
XP_001349485.1,1025780,1025779,1000080,org.intermine.model.bio.CrossReference
XP_001349124.1,1025784,1025783,1000080,org.intermine.model.bio.CrossReference
XP_001350369.1,1025788,1025787,1000080,org.intermine.model.bio.CrossReference
XP_001350128.1,1025792,1025791,1000080,org.intermine.model.bio.CrossReference
XP_001349884.1,1025796,1025795,1000080,org.intermine.model.bio.CrossReference
XP_001348030.1,1025809,1025808,1000080,org.intermine.model.bio.CrossReference
XP_001347785.1,1025814,1025813,1000080,org.intermine.model.bio.CrossReference
XP_001347595.1,1025819,1025818,1000080,org.intermine.model.bio.CrossReference
XP_001347311.1,1025824,1025823,1000080,org.intermine.model.bio.CrossReference
XP_001348696.1,1025829,1025828,1000080,org.intermine.model.bio.CrossReference
XP_001348394.1,1025837,1025836,1000080,org.intermine.model.bio.CrossReference
XP_001351232.1,1025842,1025840,1000080,org.intermine.model.bio.CrossReference
XP_001349614.1,1025847,1025846,1000080,org.intermine.model.bio.CrossReference
XP_966244.1,1025859,1025858,1000080,org.intermine.model.bio.CrossReference
XP_966067.1,1025864,1025863,1000080,org.intermine.model.bio.CrossReference
XP_001351005.1,1025869,1025867,1000080,org.intermine.model.bio.CrossReference
XP_001352100.1,1025874,1025873,1000080,org.intermine.model.bio.CrossReference
XP_001351887.1,1025878,1025877,1000080,org.intermine.model.bio.CrossReference
XP_001351631.1,1025882,1025881,1000080,org.intermine.model.bio.CrossReference
XP_001350877.1,1025889,1025888,1000080,org.intermine.model.bio.CrossReference
XP_001350596.1,1025908,1025907,1000080,org.intermine.model.bio.CrossReference
XP_001350431.1,1025920,1025919,1000080,org.intermine.model.bio.CrossReference
XP_001347832.1,1025930,1025929,1000080,org.intermine.model.bio.CrossReference
XP_001349471.1,1025934,1025933,1000080,org.intermine.model.bio.CrossReference
XP_001349231.1,1025938,1025937,1000080,org.intermine.model.bio.CrossReference
XP_001350409.1,1025944,1025941,1000080,org.intermine.model.bio.CrossReference
XP_001350132.1,1025948,1025947,1000080,org.intermine.model.bio.CrossReference
XP_001349918.1,1025952,1025951,1000080,org.intermine.model.bio.CrossReference
XP_001347993.1,1025957,1025956,1000080,org.intermine.model.bio.CrossReference
XP_001347734.1,1025966,1025965,1000080,org.intermine.model.bio.CrossReference
XP_001347399.1,1025981,1025980,1000080,org.intermine.model.bio.CrossReference
XP_001348785.1,1025986,1025985,1000080,org.intermine.model.bio.CrossReference
XP_001348558.1,1025994,1025993,1000080,org.intermine.model.bio.CrossReference
XP_001348245.1,1025999,1025998,1000080,org.intermine.model.bio.CrossReference
XP_001349655.1,1026004,1026003,1000080,org.intermine.model.bio.CrossReference
XP_001351302.1,1026009,1026007,1000080,org.intermine.model.bio.CrossReference
XP_966212.1,1026025,1026024,1000080,org.intermine.model.bio.CrossReference
XP_001351486.1,1026029,1026028,1000080,org.intermine.model.bio.CrossReference
XP_001350976.1,1026034,1026032,1000080,org.intermine.model.bio.CrossReference
XP_001352033.1,1026038,1026037,1000080,org.intermine.model.bio.CrossReference
XP_001351777.1,1026042,1026041,1000080,org.intermine.model.bio.CrossReference
XP_001350712.1,1026047,1026046,1000080,org.intermine.model.bio.CrossReference
XP_001350487.1,1026052,1026051,1000080,org.intermine.model.bio.CrossReference
XP_001349349.1,1026056,1026055,1000080,org.intermine.model.bio.CrossReference
XP_001349057.1,1026060,1026059,1000080,org.intermine.model.bio.CrossReference
XP_001350315.1,1026064,1026063,1000080,org.intermine.model.bio.CrossReference
XP_001350049.1,1026069,1026068,1000080,org.intermine.model.bio.CrossReference
XP_001349756.1,1026073,1026072,1000080,org.intermine.model.bio.CrossReference
XP_001348086.1,1026084,1026083,1000080,org.intermine.model.bio.CrossReference
XP_001347788.1,1026089,1026088,1000080,org.intermine.model.bio.CrossReference
XP_001347534.1,1026094,1026093,1000080,org.intermine.model.bio.CrossReference
XP_001347300.1,1026102,1026101,1000080,org.intermine.model.bio.CrossReference
XP_001348765.1,1026107,1026106,1000080,org.intermine.model.bio.CrossReference
XP_001348553.1,1026112,1026111,1000080,org.intermine.model.bio.CrossReference
XP_001348302.1,1026117,1026116,1000080,org.intermine.model.bio.CrossReference
XP_001351053.1,1026122,1026120,1000080,org.intermine.model.bio.CrossReference
XP_001349591.1,1026126,1026125,1000080,org.intermine.model.bio.CrossReference
XP_001351086.1,1026131,1026129,1000080,org.intermine.model.bio.CrossReference
XP_966211.1,1026136,1026135,1000080,org.intermine.model.bio.CrossReference
XP_001351046.1,1026141,1026139,1000080,org.intermine.model.bio.CrossReference
XP_001352133.1,1026145,1026144,1000080,org.intermine.model.bio.CrossReference
XP_001351914.1,1026149,1026148,1000080,org.intermine.model.bio.CrossReference
XP_001351644.1,1026153,1026152,1000080,org.intermine.model.bio.CrossReference
XP_001350898.1,1026158,1026157,1000080,org.intermine.model.bio.CrossReference
XP_001350632.1,1026163,1026162,1000080,org.intermine.model.bio.CrossReference
XP_001349285.1,1026168,1026167,1000080,org.intermine.model.bio.CrossReference
XP_001349063.1,1026172,1026171,1000080,org.intermine.model.bio.CrossReference
XP_001350215.1,1026176,1026175,1000080,org.intermine.model.bio.CrossReference
XP_001349908.1,1026181,1026179,1000080,org.intermine.model.bio.CrossReference
XP_001351556.1,1026185,1026184,1000080,org.intermine.model.bio.CrossReference
XP_001348096.1,1026190,1026189,1000080,org.intermine.model.bio.CrossReference
XP_001347888.1,1026198,1026197,1000080,org.intermine.model.bio.CrossReference
XP_001347641.1,1026203,1026202,1000080,org.intermine.model.bio.CrossReference
XP_001347429.1,1026210,1026209,1000080,org.intermine.model.bio.CrossReference
XP_001348783.1,1026215,1026214,1000080,org.intermine.model.bio.CrossReference
XP_001348492.1,1026220,1026219,1000080,org.intermine.model.bio.CrossReference
XP_001348295.1,1026229,1026228,1000080,org.intermine.model.bio.CrossReference
XP_001349636.1,1026233,1026232,1000080,org.intermine.model.bio.CrossReference
XP_001351272.1,1026238,1026236,1000080,org.intermine.model.bio.CrossReference
XP_966277.1,1026245,1026244,1000080,org.intermine.model.bio.CrossReference
XP_966007.1,1026252,1026251,1000080,org.intermine.model.bio.CrossReference
XP_001352196.1,1026256,1026255,1000080,org.intermine.model.bio.CrossReference
XP_001351372.1,1026260,1026259,1000080,org.intermine.model.bio.CrossReference
XP_001352214.1,1026264,1026263,1000080,org.intermine.model.bio.CrossReference
XP_001352028.1,1026268,1026267,1000080,org.intermine.model.bio.CrossReference
XP_001351774.1,1026272,1026271,1000080,org.intermine.model.bio.CrossReference
XP_001350809.1,1026277,1026276,1000080,org.intermine.model.bio.CrossReference
XP_001350574.1,1026286,1026285,1000080,org.intermine.model.bio.CrossReference
XP_001349487.1,1026290,1026289,1000080,org.intermine.model.bio.CrossReference
XP_001349258.1,1026294,1026293,1000080,org.intermine.model.bio.CrossReference
XP_001350405.1,1026298,1026297,1000080,org.intermine.model.bio.CrossReference
XP_001350194.1,1026302,1026301,1000080,org.intermine.model.bio.CrossReference
XP_001349968.1,1026306,1026305,1000080,org.intermine.model.bio.CrossReference
XP_001347999.1,1026311,1026310,1000080,org.intermine.model.bio.CrossReference
XP_001347720.1,1026320,1026319,1000080,org.intermine.model.bio.CrossReference
XP_001347517.1,1026325,1026324,1000080,org.intermine.model.bio.CrossReference
XP_001348879.1,1026330,1026329,1000080,org.intermine.model.bio.CrossReference
XP_001348680.1,1026335,1026334,1000080,org.intermine.model.bio.CrossReference
XP_001348429.1,1026346,1026345,1000080,org.intermine.model.bio.CrossReference
XP_001348224.1,1026362,1026361,1000080,org.intermine.model.bio.CrossReference
XP_001351418.1,1026366,1026365,1000080,org.intermine.model.bio.CrossReference
XP_966253.1,1026371,1026370,1000080,org.intermine.model.bio.CrossReference
XP_966031.1,1026376,1026375,1000080,org.intermine.model.bio.CrossReference
XP_001349476.1,1026382,1026381,1000080,org.intermine.model.bio.CrossReference
XP_001351038.1,1026387,1026385,1000080,org.intermine.model.bio.CrossReference
XP_001352082.1,1026391,1026390,1000080,org.intermine.model.bio.CrossReference
XP_001351912.1,1026395,1026394,1000080,org.intermine.model.bio.CrossReference
XP_001351705.1,1026399,1026398,1000080,org.intermine.model.bio.CrossReference
XP_001350676.1,1026410,1026409,1000080,org.intermine.model.bio.CrossReference
XP_001350458.1,1026415,1026414,1000080,org.intermine.model.bio.CrossReference
XP_001347658.1,1026420,1026419,1000080,org.intermine.model.bio.CrossReference
XP_001349340.1,1026424,1026423,1000080,org.intermine.model.bio.CrossReference
XP_001349100.1,1026428,1026427,1000080,org.intermine.model.bio.CrossReference
XP_001350306.1,1026432,1026431,1000080,org.intermine.model.bio.CrossReference
XP_001350115.1,1026436,1026435,1000080,org.intermine.model.bio.CrossReference
XP_001349899.1,1026440,1026439,1000080,org.intermine.model.bio.CrossReference
XP_001348153.1,1026445,1026444,1000080,org.intermine.model.bio.CrossReference
XP_001347959.1,1026450,1026449,1000080,org.intermine.model.bio.CrossReference
XP_001347710.1,1026461,1026460,1000080,org.intermine.model.bio.CrossReference
XP_001347509.1,1026479,1026478,1000080,org.intermine.model.bio.CrossReference
XP_001348916.1,1026484,1026483,1000080,org.intermine.model.bio.CrossReference
XP_001348549.1,1026489,1026488,1000080,org.intermine.model.bio.CrossReference
XP_001348361.1,1026494,1026493,1000080,org.intermine.model.bio.CrossReference
XP_001351432.1,1026498,1026497,1000080,org.intermine.model.bio.CrossReference
XP_001351171.1,1026503,1026501,1000080,org.intermine.model.bio.CrossReference
XP_001349520.1,1026507,1026506,1000080,org.intermine.model.bio.CrossReference
XP_966110.1,1026514,1026513,1000080,org.intermine.model.bio.CrossReference
XP_001351498.1,1026518,1026517,1000080,org.intermine.model.bio.CrossReference
XP_001352174.1,1026522,1026521,1000080,org.intermine.model.bio.CrossReference
XP_001351905.1,1026526,1026525,1000080,org.intermine.model.bio.CrossReference
XP_001351602.1,1026531,1026530,1000080,org.intermine.model.bio.CrossReference
XP_001350828.1,1026538,1026537,1000080,org.intermine.model.bio.CrossReference
XP_001350444.1,1026543,1026542,1000080,org.intermine.model.bio.CrossReference
XP_001349408.1,1026547,1026546,1000080,org.intermine.model.bio.CrossReference
XP_001349197.1,1026551,1026550,1000080,org.intermine.model.bio.CrossReference
XP_001349030.1,1026556,1026554,1000080,org.intermine.model.bio.CrossReference
XP_001350240.1,1026560,1026559,1000080,org.intermine.model.bio.CrossReference
XP_001349971.1,1026564,1026563,1000080,org.intermine.model.bio.CrossReference
XP_001351538.1,1026568,1026567,1000080,org.intermine.model.bio.CrossReference
XP_001348089.1,1026573,1026572,1000080,org.intermine.model.bio.CrossReference
XP_001347819.1,1026578,1026577,1000080,org.intermine.model.bio.CrossReference
XP_001347520.1,1026583,1026582,1000080,org.intermine.model.bio.CrossReference
XP_001348930.1,1026588,1026587,1000080,org.intermine.model.bio.CrossReference
XP_001348724.1,1026593,1026592,1000080,org.intermine.model.bio.CrossReference
XP_001348511.1,1026598,1026597,1000080,org.intermine.model.bio.CrossReference
XP_001348247.1,1026603,1026602,1000080,org.intermine.model.bio.CrossReference
XP_001351428.1,1026607,1026606,1000080,org.intermine.model.bio.CrossReference
XP_001349689.1,1026611,1026610,1000080,org.intermine.model.bio.CrossReference
XP_966276.1,1026620,1026619,1000080,org.intermine.model.bio.CrossReference
XP_966106.1,1026625,1026624,1000080,org.intermine.model.bio.CrossReference
XP_001351466.1,1026630,1026629,1000080,org.intermine.model.bio.CrossReference
XP_001352188.1,1026634,1026633,1000080,org.intermine.model.bio.CrossReference
XP_001351877.1,1026639,1026637,1000080,org.intermine.model.bio.CrossReference
XP_001351591.1,1026643,1026642,1000080,org.intermine.model.bio.CrossReference
XP_001350876.1,1026648,1026647,1000080,org.intermine.model.bio.CrossReference
XP_001350710.1,1026658,1026657,1000080,org.intermine.model.bio.CrossReference
XP_001350532.1,1026665,1026664,1000080,org.intermine.model.bio.CrossReference
XP_001349190.1,1026669,1026668,1000080,org.intermine.model.bio.CrossReference
XP_001349332.1,1026673,1026672,1000080,org.intermine.model.bio.CrossReference
XP_001349082.1,1026677,1026676,1000080,org.intermine.model.bio.CrossReference
XP_001350294.1,1026681,1026680,1000080,org.intermine.model.bio.CrossReference
XP_001350028.1,1026685,1026684,1000080,org.intermine.model.bio.CrossReference
XP_001349805.1,1026689,1026688,1000080,org.intermine.model.bio.CrossReference
XP_001347913.1,1026704,1026703,1000080,org.intermine.model.bio.CrossReference
XP_001347656.1,1026709,1026708,1000080,org.intermine.model.bio.CrossReference
XP_001347459.1,1026719,1026718,1000080,org.intermine.model.bio.CrossReference
XP_001348884.1,1026724,1026723,1000080,org.intermine.model.bio.CrossReference
XP_001348676.1,1026729,1026728,1000080,org.intermine.model.bio.CrossReference
XP_001348378.1,1026734,1026733,1000080,org.intermine.model.bio.CrossReference
XP_966005.1,1026741,1026738,1000080,org.intermine.model.bio.CrossReference
XP_001349722.1,1026742,1026738,1000080,org.intermine.model.bio.CrossReference
XP_001351310.1,1026743,1026738,1000080,org.intermine.model.bio.CrossReference
XP_001351239.1,1026749,1026747,1000080,org.intermine.model.bio.CrossReference
XP_001351311.1,1026754,1026752,1000080,org.intermine.model.bio.CrossReference
XP_966304.1,1026759,1026758,1000080,org.intermine.model.bio.CrossReference
XP_966027.1,1026780,1026779,1000080,org.intermine.model.bio.CrossReference
XP_001351477.1,1026784,1026783,1000080,org.intermine.model.bio.CrossReference
XP_001352166.1,1026788,1026787,1000080,org.intermine.model.bio.CrossReference
XP_001351849.1,1026792,1026791,1000080,org.intermine.model.bio.CrossReference
XP_001351622.1,1026796,1026795,1000080,org.intermine.model.bio.CrossReference
XP_001350892.1,1026814,1026813,1000080,org.intermine.model.bio.CrossReference
XP_001350607.1,1026832,1026831,1000080,org.intermine.model.bio.CrossReference
XP_001349841.1,1026837,1026836,1000080,org.intermine.model.bio.CrossReference
XP_001349398.1,1026841,1026840,1000080,org.intermine.model.bio.CrossReference
XP_001349076.1,1026845,1026844,1000080,org.intermine.model.bio.CrossReference
XP_001350344.1,1026849,1026848,1000080,org.intermine.model.bio.CrossReference
XP_001350104.1,1026853,1026852,1000080,org.intermine.model.bio.CrossReference
XP_001349820.1,1026857,1026856,1000080,org.intermine.model.bio.CrossReference
XP_001348007.1,1026862,1026861,1000080,org.intermine.model.bio.CrossReference
XP_001347759.1,1026867,1026866,1000080,org.intermine.model.bio.CrossReference
XP_001347540.1,1026872,1026871,1000080,org.intermine.model.bio.CrossReference
XP_001348883.1,1026886,1026885,1000080,org.intermine.model.bio.CrossReference
XP_001348663.1,1026909,1026908,1000080,org.intermine.model.bio.CrossReference
XP_001348349.1,1026914,1026913,1000080,org.intermine.model.bio.CrossReference
XP_001349646.1,1026918,1026917,1000080,org.intermine.model.bio.CrossReference
XP_966190.1,1026923,1026922,1000080,org.intermine.model.bio.CrossReference
XP_966025.1,1026936,1026935,1000080,org.intermine.model.bio.CrossReference
XP_001350985.1,1026941,1026939,1000080,org.intermine.model.bio.CrossReference
XP_001352055.1,1026945,1026944,1000080,org.intermine.model.bio.CrossReference
XP_001351848.1,1026949,1026948,1000080,org.intermine.model.bio.CrossReference
XP_001351605.1,1026953,1026952,1000080,org.intermine.model.bio.CrossReference
XP_001350826.1,1026958,1026957,1000080,org.intermine.model.bio.CrossReference
XP_001350579.1,1026963,1026962,1000080,org.intermine.model.bio.CrossReference
XP_001349671.1,1026967,1026966,1000080,org.intermine.model.bio.CrossReference
XP_001349907.1,1026971,1026970,1000080,org.intermine.model.bio.CrossReference
XP_001349442.1,1026975,1026974,1000080,org.intermine.model.bio.CrossReference
XP_001349166.1,1026979,1026978,1000080,org.intermine.model.bio.CrossReference
XP_001350383.1,1026983,1026982,1000080,org.intermine.model.bio.CrossReference
XP_001350086.1,1026987,1026986,1000080,org.intermine.model.bio.CrossReference
XP_001349871.1,1026991,1026990,1000080,org.intermine.model.bio.CrossReference
XP_001351536.1,1026995,1026994,1000080,org.intermine.model.bio.CrossReference
XP_001348163.1,1027000,1026999,1000080,org.intermine.model.bio.CrossReference
XP_001347941.1,1027016,1027015,1000080,org.intermine.model.bio.CrossReference
XP_001347615.1,1027023,1027022,1000080,org.intermine.model.bio.CrossReference
XP_001347343.1,1027039,1027038,1000080,org.intermine.model.bio.CrossReference
XP_001348761.1,1027049,1027048,1000080,org.intermine.model.bio.CrossReference
XP_001348501.1,1027062,1027061,1000080,org.intermine.model.bio.CrossReference
XP_001348216.1,1027073,1027072,1000080,org.intermine.model.bio.CrossReference
XP_001349698.1,1027080,1027079,1000080,org.intermine.model.bio.CrossReference
XP_001351094.1,1027085,1027083,1000080,org.intermine.model.bio.CrossReference
XP_966133.1,1027090,1027089,1000080,org.intermine.model.bio.CrossReference
XP_001349774.1,1027095,1027093,1000080,org.intermine.model.bio.CrossReference
XP_001352097.1,1027100,1027099,1000080,org.intermine.model.bio.CrossReference
XP_001351445.1,1027104,1027103,1000080,org.intermine.model.bio.CrossReference
XP_001351063.1,1027108,1027107,1000080,org.intermine.model.bio.CrossReference
XP_001351999.1,1027112,1027111,1000080,org.intermine.model.bio.CrossReference
XP_001351736.1,1027116,1027115,1000080,org.intermine.model.bio.CrossReference
XP_001350911.1,1027121,1027120,1000080,org.intermine.model.bio.CrossReference
XP_001350655.1,1027137,1027136,1000080,org.intermine.model.bio.CrossReference
XP_001349656.1,1027141,1027140,1000080,org.intermine.model.bio.CrossReference
XP_001347502.1,1027151,1027150,1000080,org.intermine.model.bio.CrossReference
XP_001349291.1,1027156,1027154,1000080,org.intermine.model.bio.CrossReference
XP_001349014.1,1027160,1027159,1000080,org.intermine.model.bio.CrossReference
XP_001350275.1,1027164,1027163,1000080,org.intermine.model.bio.CrossReference
XP_001349980.1,1027169,1027167,1000080,org.intermine.model.bio.CrossReference
XP_001348037.1,1027174,1027173,1000080,org.intermine.model.bio.CrossReference
XP_001347741.1,1027187,1027186,1000080,org.intermine.model.bio.CrossReference
XP_001347483.1,1027192,1027191,1000080,org.intermine.model.bio.CrossReference
XP_001348927.1,1027197,1027196,1000080,org.intermine.model.bio.CrossReference
XP_001348738.1,1027206,1027205,1000080,org.intermine.model.bio.CrossReference
XP_001348521.1,1027211,1027210,1000080,org.intermine.model.bio.CrossReference
XP_001348260.1,1027216,1027215,1000080,org.intermine.model.bio.CrossReference
XP_001351168.1,1027221,1027219,1000080,org.intermine.model.bio.CrossReference
XP_001349627.1,1027225,1027224,1000080,org.intermine.model.bio.CrossReference
XP_966120.1,1027230,1027229,1000080,org.intermine.model.bio.CrossReference
XP_001350996.1,1027235,1027233,1000080,org.intermine.model.bio.CrossReference
XP_001352114.1,1027239,1027238,1000080,org.intermine.model.bio.CrossReference
XP_001351874.1,1027243,1027242,1000080,org.intermine.model.bio.CrossReference
XP_001351625.1,1027247,1027246,1000080,org.intermine.model.bio.CrossReference
XP_001350848.1,1027260,1027259,1000080,org.intermine.model.bio.CrossReference
XP_001350567.1,1027265,1027264,1000080,org.intermine.model.bio.CrossReference
XP_001349458.1,1027269,1027268,1000080,org.intermine.model.bio.CrossReference
XP_001349243.1,1027273,1027272,1000080,org.intermine.model.bio.CrossReference
XP_001349034.1,1027278,1027276,1000080,org.intermine.model.bio.CrossReference
XP_001350142.1,1027282,1027281,1000080,org.intermine.model.bio.CrossReference
XP_001349873.1,1027286,1027285,1000080,org.intermine.model.bio.CrossReference
XP_001348061.1,1027291,1027290,1000080,org.intermine.model.bio.CrossReference
XP_001347843.1,1027298,1027297,1000080,org.intermine.model.bio.CrossReference
XP_001347606.1,1027314,1027313,1000080,org.intermine.model.bio.CrossReference
XP_001347357.1,1027324,1027323,1000080,org.intermine.model.bio.CrossReference
XP_001348741.1,1027329,1027328,1000080,org.intermine.model.bio.CrossReference
XP_001348474.1,1027340,1027339,1000080,org.intermine.model.bio.CrossReference
XP_001348259.1,1027352,1027351,1000080,org.intermine.model.bio.CrossReference
XP_001349676.1,1027356,1027355,1000080,org.intermine.model.bio.CrossReference
XP_001351317.1,1027361,1027359,1000080,org.intermine.model.bio.CrossReference
XP_966159.1,1027366,1027365,1000080,org.intermine.model.bio.CrossReference
XP_001348189.1,1027371,1027370,1000080,org.intermine.model.bio.CrossReference
XP_001351341.1,1027375,1027374,1000080,org.intermine.model.bio.CrossReference
XP_001352179.1,1027379,1027378,1000080,org.intermine.model.bio.CrossReference
XP_001351987.1,1027383,1027382,1000080,org.intermine.model.bio.CrossReference
XP_001351737.1,1027388,1027387,1000080,org.intermine.model.bio.CrossReference
XP_001350772.1,1027395,1027394,1000080,org.intermine.model.bio.CrossReference
XP_001350543.1,1027411,1027410,1000080,org.intermine.model.bio.CrossReference
XP_001349457.1,1027415,1027414,1000080,org.intermine.model.bio.CrossReference
XP_001349211.1,1027420,1027418,1000080,org.intermine.model.bio.CrossReference
XP_001350375.1,1027424,1027423,1000080,org.intermine.model.bio.CrossReference
XP_001350127.1,1027428,1027427,1000080,org.intermine.model.bio.CrossReference
XP_001349931.1,1027432,1027431,1000080,org.intermine.model.bio.CrossReference
XP_001351534.1,1027436,1027435,1000080,org.intermine.model.bio.CrossReference
XP_001348174.1,1027441,1027440,1000080,org.intermine.model.bio.CrossReference
XP_001347918.1,1027446,1027445,1000080,org.intermine.model.bio.CrossReference
XP_001347687.1,1027451,1027450,1000080,org.intermine.model.bio.CrossReference
XP_001347461.1,1027456,1027455,1000080,org.intermine.model.bio.CrossReference
XP_001348843.1,1027461,1027460,1000080,org.intermine.model.bio.CrossReference
XP_001348637.1,1027466,1027465,1000080,org.intermine.model.bio.CrossReference
XP_001348385.1,1027477,1027476,1000080,org.intermine.model.bio.CrossReference
XP_001348194.1,1027484,1027483,1000080,org.intermine.model.bio.CrossReference
XP_001351162.1,1027488,1027487,1000080,org.intermine.model.bio.CrossReference
XP_966168.1,1027500,1027499,1000080,org.intermine.model.bio.CrossReference
XP_965998.1,1027505,1027504,1000080,org.intermine.model.bio.CrossReference
XP_001350992.1,1027510,1027508,1000080,org.intermine.model.bio.CrossReference
XP_001352053.1,1027515,1027514,1000080,org.intermine.model.bio.CrossReference
XP_001351878.1,1027520,1027518,1000080,org.intermine.model.bio.CrossReference
XP_001351678.1,1027524,1027523,1000080,org.intermine.model.bio.CrossReference
XP_001350930.1,1027529,1027528,1000080,org.intermine.model.bio.CrossReference
XP_001350642.1,1027538,1027537,1000080,org.intermine.model.bio.CrossReference
XP_001350427.1,1027543,1027542,1000080,org.intermine.model.bio.CrossReference
XP_001349307.1,1027547,1027546,1000080,org.intermine.model.bio.CrossReference
XP_001349056.1,1027551,1027550,1000080,org.intermine.model.bio.CrossReference
XP_001350264.1,1027556,1027554,1000080,org.intermine.model.bio.CrossReference
XP_001350096.1,1027560,1027559,1000080,org.intermine.model.bio.CrossReference
XP_001349856.1,1027564,1027563,1000080,org.intermine.model.bio.CrossReference
XP_001348126.1,1027569,1027568,1000080,org.intermine.model.bio.CrossReference
XP_001347928.1,1027576,1027575,1000080,org.intermine.model.bio.CrossReference
XP_001347686.1,1027581,1027580,1000080,org.intermine.model.bio.CrossReference
XP_001347446.1,1027586,1027585,1000080,org.intermine.model.bio.CrossReference
XP_001348881.1,1027595,1027594,1000080,org.intermine.model.bio.CrossReference
XP_001348517.1,1027600,1027599,1000080,org.intermine.model.bio.CrossReference
XP_001348327.1,1027605,1027604,1000080,org.intermine.model.bio.CrossReference
XP_001351178.1,1027612,1027610,1000080,org.intermine.model.bio.CrossReference
XP_001349575.1,1027616,1027615,1000080,org.intermine.model.bio.CrossReference
XP_966291.1,1027628,1027627,1000080,org.intermine.model.bio.CrossReference
XP_966035.1,1027633,1027632,1000080,org.intermine.model.bio.CrossReference
XP_001350954.1,1027638,1027636,1000080,org.intermine.model.bio.CrossReference
XP_001351458.1,1027642,1027641,1000080,org.intermine.model.bio.CrossReference
XP_001352119.1,1027646,1027645,1000080,org.intermine.model.bio.CrossReference
XP_001351818.1,1027650,1027649,1000080,org.intermine.model.bio.CrossReference
XP_001350740.1,1027657,1027656,1000080,org.intermine.model.bio.CrossReference
XP_001349694.1,1027661,1027660,1000080,org.intermine.model.bio.CrossReference
XP_001349383.1,1027665,1027664,1000080,org.intermine.model.bio.CrossReference
XP_001349165.1,1027669,1027668,1000080,org.intermine.model.bio.CrossReference
